restaurant_id,avg_risk,max_risk,last_score,inspections,latest_inspection,premises_name,premise_address_1,grade
EINSTEIN BAGELS #4030|1501 SOUTH BV,0.16766841806061497,0.3846972841114101,93.5,4,2024-09-12,EINSTEIN BAGELS #4030,1501 SOUTH BV,A
THIEN PHU|3023 CENTRAL AV,0.16634225587760038,0.33735085304726237,93.5,7,2024-12-06,THIEN PHU,3023 CENTRAL AV,A
AROY THAI / SUSHI MACHI|5301 E INDEPENDENCE BV,0.16632230207808166,0.30837356011068107,96.5,3,2024-10-30,AROY THAI / SUSHI MACHI,5301 E INDEPENDENCE BV,A
QUEEN CHARLOTTES KITCHEN|5501 JOSH BIRMINGHAM PY,0.1661945709676835,0.33158283181385906,96.0,2,2024-08-27,QUEEN CHARLOTTES KITCHEN,5501 JOSH BIRMINGHAM PY,A
LEMPIRA RESTAURANT|5906 SOUTH BV,0.16572312325668676,0.2592801112430628,97.0,5,2024-10-02,LEMPIRA RESTAURANT,5906 SOUTH BV,A
JONATHANS|10630 INDEPENDENCE POINTE PY,0.16566689228248113,0.32237227093864446,97.0,6,2024-09-03,JONATHANS,10630 INDEPENDENCE POINTE PY,A
SUPERICA|101 W WORTHINGTON AV,0.16540036861851973,0.30699982331291314,96.0,7,2024-12-31,SUPERICA,101 W WORTHINGTON AV,A
SUSHI 101|1730 E WOODLAWN RD,0.16532339579899538,0.5321381329641122,97.5,6,2024-10-11,SUSHI 101,1730 E WOODLAWN RD,A
SHOWMARS - LITTLE ROCK|2540 LITTLE ROCK RD,0.16520803384566976,0.3348030425055555,92.0,8,2024-07-23,SHOWMARS - LITTLE ROCK,2540 LITTLE ROCK RD,A
TRADE RESTAURANT AND BAR|132 E TRADE ST,0.1647627175972898,0.27999659920188563,96.0,6,2024-09-11,TRADE RESTAURANT AND BAR,132 E TRADE ST,A
LOTUS CUISINE II|4100 CARMEL RD,0.1646577777783321,0.2761004127848525,91.0,6,2024-08-27,LOTUS CUISINE II,4100 CARMEL RD,A
WENDY`S #60|9905 NORTHLAKE CENTRE PY,0.16400546151496032,0.31139271155268583,97.5,4,2024-10-11,WENDY`S #60,9905 NORTHLAKE CENTRE PY,A
MENYA DARUMA|1941 E 7TH ST,0.16396253258027066,0.6745498846319422,97.5,5,2024-12-27,MENYA DARUMA,1941 E 7TH ST,A
LONGHORN STEAKHOUSE #5520|9950 E INDEPENDENCE BV,0.1639060213340082,0.3397727003702767,94.5,6,2024-10-28,LONGHORN STEAKHOUSE #5520,9950 E INDEPENDENCE BV,A
CICIS PIZZA|1804 WINDSOR SQUARE DR,0.16390594165857272,0.18951747136897162,93.5,3,2024-12-10,CICIS PIZZA,1804 WINDSOR SQUARE DR,A
HYATT HOUSE CHARLOTTE REA FARMS|9930 SANDY ROCK PL,0.16377387898824655,0.6394084058603418,96.5,5,2024-09-25,HYATT HOUSE CHARLOTTE REA FARMS,9930 SANDY ROCK PL,A
HAMPTON INN & SUITES CHARLOTTE AIRPORT|2227 CASCADE POINTE BV,0.16360529607338675,0.3097595789256733,96.5,4,2024-09-11,HAMPTON INN & SUITES CHARLOTTE AIRPORT,2227 CASCADE POINTE BV,A
GRECO FRESH GRILLE COLONY|7731 COLONY RD,0.163404884208533,0.3548149420652328,95.5,7,2024-11-25,GRECO FRESH GRILLE COLONY,7731 COLONY RD,A
OUTBACK STEAKHOUSE #3432|8405 IKEA BV,0.16329460517795255,0.29012026834956295,98.0,6,2024-09-25,OUTBACK STEAKHOUSE #3432,8405 IKEA BV,A
PORTOFINOS-AYRSLEY|2127 AYRSLEY TOWN BV,0.16319379121649188,0.3325002726720431,97.0,6,2024-09-03,PORTOFINOS-AYRSLEY,2127 AYRSLEY TOWN BV,A
BIBIM KOREAN BISTRO|14027 CONLAN CR,0.1627558399601762,0.40292418268658686,99.5,3,2024-10-21,BIBIM KOREAN BISTRO,14027 CONLAN CR,A
ELEMENT CHARLOTTE UPTOWN|650 S CALDWELL ST,0.16201795266630878,0.16201795266630878,95.5,1,2024-11-04,ELEMENT CHARLOTTE UPTOWN,650 S CALDWELL ST,A
SUBWAY #16097|9044 LAWYERS RD,0.16140874957545429,0.24940298597342628,94.0,4,2024-11-05,SUBWAY #16097,9044 LAWYERS RD,A
500 DEGREES PIZZERIA|6037 SOUTH BV,0.16118032220499742,0.29645856527113534,98.0,7,2024-11-22,500 DEGREES PIZZERIA,6037 SOUTH BV,A
WAFFLE HOUSE|8512 STEELE CREEK RD,0.16096324017902774,0.20395978612539148,95.5,4,2024-08-16,WAFFLE HOUSE,8512 STEELE CREEK RD,A
ON THE BORDER #186|8315 NORTHLAKE COMMONS BV,0.16093369896696802,0.6197360988489989,97.0,6,2024-11-06,ON THE BORDER #186,8315 NORTHLAKE COMMONS BV,A
ZAXBY'S #58001|8905 ALBEMARLE RD,0.16055497137598082,0.5134470095502841,95.5,6,2024-10-15,ZAXBY'S #58001,8905 ALBEMARLE RD,A
RIVER BUFFET & GRILL|8215 UNIVERSITY CITY BV,0.16028604011524875,0.4249094717452536,93.5,7,2024-12-31,RIVER BUFFET & GRILL,8215 UNIVERSITY CITY BV,A
BOJANGLES' #797|1407 E 3RD ST,0.1600126971285692,0.35436977963248517,98.5,7,2024-12-11,BOJANGLES' #797,1407 E 3RD ST,A
OSAKA JAPANESE & CHINESE RESTAURANT|17115 KENTON DR,0.1598585451198348,0.40462696185864,97.5,6,2024-12-31,OSAKA JAPANESE & CHINESE RESTAURANT,17115 KENTON DR,A
ENAT ETHIOPIAN RESTAURANT|4450 THE PLAZA,0.15984329494277974,0.45485845825936766,96.5,6,2024-09-04,ENAT ETHIOPIAN RESTAURANT,4450 THE PLAZA,A
LA BELLE HELENE|300 S TRYON,0.15881898895853425,0.25541793646033323,97.0,6,2024-10-30,LA BELLE HELENE,300 S TRYON,A
SALATA LOSO #138|3700 SOUTH BV,0.15818224940035305,0.39309123543039187,96.0,3,2024-11-13,SALATA LOSO #138,3700 SOUTH BV,A
CO|4201 PARK RD,0.15795296459878333,0.38188488787282787,95.0,5,2024-10-21,CO,4201 PARK RD,A
WATERBEAN COFFEE|333 MAIN ST,0.15790039613021034,0.5412775694364448,94.5,4,2024-09-03,WATERBEAN COFFEE,333 MAIN ST,A
JERSEY MIKES #3141|7028 BRIGHTON PARK DR,0.15761101427061894,0.20764090638773997,95.5,4,2024-12-05,JERSEY MIKES #3141,7028 BRIGHTON PARK DR,A
THE GARRISON|314 MAIN ST,0.15756005709639173,0.3219884313676937,96.0,5,2024-10-16,THE GARRISON,314 MAIN ST,A
CHIPOTLE MEXICAN GRILL #1584|239 S KINGS DR,0.15750951064803403,0.34486032578963066,95.0,7,2024-11-20,CHIPOTLE MEXICAN GRILL #1584,239 S KINGS DR,A
TACOS 4 LIFE BEREWICK|4923 TROJAN DR,0.1571146979784148,0.28429432291955886,95.5,3,2024-08-15,TACOS 4 LIFE BEREWICK,4923 TROJAN DR,A
BUFFALO WILD WINGS|14157 STEELE CREEK RD,0.1570267072456508,0.3826265994795019,97.0,6,2024-07-08,BUFFALO WILD WINGS,14157 STEELE CREEK RD,A
LOTUS CAFE|8610 CAMFIELD ST,0.15671027023404668,0.2920718937789691,93.5,5,2024-07-24,LOTUS CAFE,8610 CAMFIELD ST,A
204 N TRYON KITCHEN & COCKTAILS|204 N TRYON ST,0.15658865277963518,0.4590172531115783,95.0,6,2024-10-30,204 N TRYON KITCHEN & COCKTAILS,204 N TRYON ST,A
INDACO CHARLOTTE|2046 SOUTH BV,0.15600882117213102,0.22913262518525415,94.5,5,2024-11-12,INDACO CHARLOTTE,2046 SOUTH BV,A
CLUB ONYX|5300 OLD PINEVILLE RD,0.15528004960633623,0.15528004960633623,95.0,1,2024-12-05,CLUB ONYX,5300 OLD PINEVILLE RD,A
JERSEY MIKES #3188|1620 OAKHURST COMMONS DR,0.1552243975413795,0.22533779347747193,96.5,4,2024-11-20,JERSEY MIKES #3188,1620 OAKHURST COMMONS DR,A
MIDWOOD SMOKEHOUSE/GK|1401 CENTRAL AV,0.15427698294401135,0.2275643445298947,97.0,6,2024-10-08,MIDWOOD SMOKEHOUSE/GK,1401 CENTRAL AV,A
SUBWAY #39742|718 W TRADE ST,0.1539832621987594,0.23083482599941268,95.5,4,2024-07-12,SUBWAY #39742,718 W TRADE ST,A
FAMOUS TOASTERY DAVIDSON|101 N MAIN ST,0.15385397811588,0.3675455792843336,95.0,7,2024-11-18,FAMOUS TOASTERY DAVIDSON,101 N MAIN ST,A
BOJANGLES #768|10329 MALLARD CREEK RD,0.15370385281244903,0.3555350285587266,92.5,7,2024-11-25,BOJANGLES #768,10329 MALLARD CREEK RD,A
RIVER RUN CC WILDCAT|19125 RIVER FALLS DR,0.15338096758586633,0.15338096758586633,97.0,1,2024-10-08,RIVER RUN CC WILDCAT,19125 RIVER FALLS DR,A
MORTONS THE STEAKHOUSE|227 W TRADE ST,0.15319156518125318,0.5034738585797869,95.5,7,2024-10-31,MORTONS THE STEAKHOUSE,227 W TRADE ST,A
METRO DINER HUNTERSVILLE|14211 REESE BV,0.15245603219243814,0.27444401839162524,97.0,5,2024-10-16,METRO DINER HUNTERSVILLE,14211 REESE BV,A
AL'S BAR & GRILLE|8321 MAGNOLIA ESTATES DR,0.15237094933677342,0.360208447812384,96.0,5,2024-09-30,AL'S BAR & GRILLE,8321 MAGNOLIA ESTATES DR,A
DUNKIN DONUTS #342259|231 N GRAHAM ST,0.15196621885423725,0.2925313141782129,96.0,4,2024-08-29,DUNKIN DONUTS #342259,231 N GRAHAM ST,A
SUBWAY #40889|3850 E INDEPENDENCE BV,0.15176451663202356,0.27970363443576995,95.5,4,2024-11-19,SUBWAY #40889,3850 E INDEPENDENCE BV,A
CHICKEN KING #9|2400 W SUGAR CREEK RD,0.1512974294588735,0.2708103290055847,96.0,7,2024-10-08,CHICKEN KING #9,2400 W SUGAR CREEK RD,A
ROOSTERS WOOD FIRED KITCHEN|150 N COLLEGE ST,0.15097239507895793,0.22931976471313165,93.0,6,2024-08-15,ROOSTERS WOOD FIRED KITCHEN,150 N COLLEGE ST,A
MORAZAN RESTAURANT|5421 SOUTH BV,0.15058208174280768,0.2971225625525024,93.5,5,2024-08-22,MORAZAN RESTAURANT,5421 SOUTH BV,A
MCDONALDS #3575|2518 BEATTIES FORD RD,0.15032910432633587,0.36106843577476505,94.0,4,2024-10-14,MCDONALDS #3575,2518 BEATTIES FORD RD,A
APPLEBEE'S GRILL & BAR #1102|8700 J W CLAY BV,0.1501040780632002,0.7606996062041944,94.0,7,2024-11-19,APPLEBEE'S GRILL & BAR #1102,8700 J W CLAY BV,A
MICH TOCUMBO|6300 SOUTH BV,0.14964098718528174,0.14964098718528174,97.0,1,2024-11-08,MICH TOCUMBO,6300 SOUTH BV,A
SUNFLOUR BAKING COMPANY NODA|515 JORDAN PL,0.1493666385247131,0.3002000515314175,97.5,3,2024-09-12,SUNFLOUR BAKING COMPANY NODA,515 JORDAN PL,A
LEMPIRA RESTAURANT|140 EASTWAY DR,0.14933853764525187,0.3283369178473195,96.0,7,2024-12-10,LEMPIRA RESTAURANT,140 EASTWAY DR,A
JERSEY MIKES|3609 SOUTH BV,0.1488873586461154,0.559316122673809,96.5,5,2024-08-23,JERSEY MIKES,3609 SOUTH BV,A
BOCAO SUSHI|1000 NC MUSIC FACTORY BV,0.14868588515296863,0.49353932501022646,95.0,5,2024-10-23,BOCAO SUSHI,1000 NC MUSIC FACTORY BV,A
EMMY SQUARED PIZZA MIDWOOD|1508 CENTRAL AV,0.14786287308877324,0.2693744357477846,94.0,7,2024-12-06,EMMY SQUARED PIZZA MIDWOOD,1508 CENTRAL AV,A
PROVIDENCE MEADOWS|4123 KUYKENDALL RD,0.14785043224985836,0.32680961663457453,95.0,6,2024-09-23,PROVIDENCE MEADOWS,4123 KUYKENDALL RD,A
SPRINGHILL SUITES CHARLOTTE AIRPORT LAKE POINTE|2223 CASCADE POINTE BV,0.1475631927503127,0.2777216453444765,98.0,4,2024-09-23,SPRINGHILL SUITES CHARLOTTE AIRPORT LAKE POINTE,2223 CASCADE POINTE BV,A
CHILI'S GRILL & BAR #66|5521 WESTPARK DR,0.14753595123270255,0.29355818597002853,97.5,6,2024-12-30,CHILI'S GRILL & BAR #66,5521 WESTPARK DR,A
COOK OUT #68|1815 SARDIS RD N,0.14712655408636954,0.28324215506806527,98.5,6,2024-10-23,COOK OUT #68,1815 SARDIS RD N,A
DRESSLER`S RESTAURANT|1100 METROPOLITAN AV,0.1467175053241942,0.40559886848382615,94.5,5,2024-10-21,DRESSLER`S RESTAURANT,1100 METROPOLITAN AV,A
MAGIC SUSHI|517 UNIVERSITY CENTER BV,0.146341502829511,0.2965039870943371,95.0,6,2024-08-28,MAGIC SUSHI,517 UNIVERSITY CENTER BV,A
GILDE BREWERY|3530 DEWITT LN,0.14628884558774702,0.35898590834732147,95.5,5,2024-07-24,GILDE BREWERY,3530 DEWITT LN,A
HARRIS TEETER #366 MTN ISLAND DELI|4701 SMITH FARM RD,0.1460827726295488,0.2742077395751771,93.0,6,2024-08-27,HARRIS TEETER #366 MTN ISLAND DELI,4701 SMITH FARM RD,A
"HUB BAR & GRILL, THE (INSIDE HOLIDAY INN)|2707 LITTLE ROCK RD",0.1460165518238318,0.27469105573447977,92.5,7,2024-11-07,"HUB BAR & GRILL, THE (INSIDE HOLIDAY INN)",2707 LITTLE ROCK RD,A
THE ONE TAPAS & BAR|3116 WEDDINGTON RD,0.14524522862758849,0.38725952085513365,97.5,5,2024-11-19,THE ONE TAPAS & BAR,3116 WEDDINGTON RD,A
RICE & SPICE THAI STREET FOOD|8314 PINEVILLE-MATTHEWS RD,0.1450651128001408,0.3679083332409976,92.0,6,2024-08-07,RICE & SPICE THAI STREET FOOD,8314 PINEVILLE-MATTHEWS RD,A
"WOK, THE|11508 PROVIDENCE RD",0.14468187815883946,0.2984348993031004,94.0,5,2024-08-15,"WOK, THE",11508 PROVIDENCE RD,A
BRUEGGERS BAGEL BAKERY #3787|4327 PARK RD,0.1445000426203188,0.16496476755713377,95.5,4,2024-08-16,BRUEGGERS BAGEL BAKERY #3787,4327 PARK RD,A
LA PREFERIDA MEXICAN RESTAURANT|6625 SOUTH BV,0.14418847464797657,0.39192463574439174,95.5,6,2024-10-10,LA PREFERIDA MEXICAN RESTAURANT,6625 SOUTH BV,A
REID'S FINE FOODS|2823  SELWYN AV,0.14414647137091066,0.2770162174294943,92.5,6,2024-10-31,REID'S FINE FOODS,2823  SELWYN AV,A
CRU|3428 N TRYON ST,0.1438294137443989,0.26521265127716004,96.5,5,2024-10-03,CRU,3428 N TRYON ST,A
HEIST BREWERY|2909 N DAVIDSON ST,0.14380185561921507,0.2914132364862795,98.5,7,2024-09-26,HEIST BREWERY,2909 N DAVIDSON ST,A
TORAL SUSHI & BAR|1213 W MOREHEAD ST,0.1437965631391115,0.28608630953118647,96.0,4,2024-11-05,TORAL SUSHI & BAR,1213 W MOREHEAD ST,A
WENDYS #4|6500 ALBEMARLE RD,0.14304408355834286,0.16705244623546586,93.5,4,2024-11-18,WENDYS #4,6500 ALBEMARLE RD,A
MI TIERRA RESTAURANT|816 E ARROWOOD RD,0.14291431567518875,0.35480669359829203,97.0,6,2024-07-26,MI TIERRA RESTAURANT,816 E ARROWOOD RD,A
ERICAS CAFE|2420 STARITA RD,0.14287440414912853,0.2247664556190376,96.0,3,2024-12-18,ERICAS CAFE,2420 STARITA RD,A
GRECO FRESH GRILLE|9820 REA RD,0.1428685477954568,0.3281737444293987,98.0,6,2024-11-04,GRECO FRESH GRILLE,9820 REA RD,A
NOODLES AND COMPANY|8926 J M KEYNES DR,0.14264553256619286,0.27654093518357165,93.5,7,2024-11-04,NOODLES AND COMPANY,8926 J M KEYNES DR,A
REID'S FINE FOODS|135 LEVINE AV,0.14218267428416112,0.25409256398910796,95.0,6,2024-10-30,REID'S FINE FOODS,135 LEVINE AV,A
FUJI JAPANESE STEAKHOUSE|14126 RIVERGATE PY,0.1420408763025143,0.403594053500908,95.0,6,2024-09-18,FUJI JAPANESE STEAKHOUSE,14126 RIVERGATE PY,A
SWEET DREAMS HAVANA|11126 S TRYON ST,0.14194384241913244,0.3055060144070405,97.5,4,2024-11-22,SWEET DREAMS HAVANA,11126 S TRYON ST,A
JIMMY JOHNS #3225|10032 UNIVERSITY CITY BV,0.14180404222374024,0.37942454131384346,96.5,4,2024-08-22,JIMMY JOHNS #3225,10032 UNIVERSITY CITY BV,A
THE BODEGA DELI|5600 ALBEMARLE RD,0.1417107331948066,0.216948810592768,97.5,5,2024-12-17,THE BODEGA DELI,5600 ALBEMARLE RD,A
DUNKIN DONUTS BASKIN ROBBINS #341563|5605 N TRYON ST,0.14099531714816285,0.29781614574088594,99.0,4,2024-07-03,DUNKIN DONUTS BASKIN ROBBINS #341563,5605 N TRYON ST,A
RED LOBSTER|9801 INDEPENDENCE POINTE PY,0.1409817085145787,0.2790813512652704,93.5,7,2024-12-04,RED LOBSTER,9801 INDEPENDENCE POINTE PY,A
TOWN BREWING COMPANY|800 GRANDIN RD,0.14047375410344795,0.3688814771021716,95.0,7,2024-11-01,TOWN BREWING COMPANY,800 GRANDIN RD,A
ANGELINES & CATERING|303 S CHURCH ST,0.14029404924958608,0.3430046245301961,96.5,6,2024-10-25,ANGELINES & CATERING,303 S CHURCH ST,A
SOUTH 21 MATTHEWS|11450 E INDEPENDENCE BV,0.14018269950593473,0.344874340192459,96.0,6,2024-09-10,SOUTH 21 MATTHEWS,11450 E INDEPENDENCE BV,A
CRISPY BANH MI|2934 SHAMROCK DR,0.1399659418365042,0.5337999043746016,98.0,6,2024-11-06,CRISPY BANH MI,2934 SHAMROCK DR,A
COMMUNITY MATTERS CAFE|821 W 1ST ST,0.13939248645255634,0.23361805069489194,95.0,7,2024-12-02,COMMUNITY MATTERS CAFE,821 W 1ST ST,A
PARK LANDING KITCHEN + BAR|2200 REXFORD RD,0.13871409696195558,0.19836716980391295,94.0,4,2024-10-25,PARK LANDING KITCHEN + BAR,2200 REXFORD RD,A
DUNKIN DONUTS-BASKIN ROBBINS|2037 W SUGAR CREEK RD,0.1384677469000278,0.2646896679693924,94.5,4,2024-07-18,DUNKIN DONUTS-BASKIN ROBBINS,2037 W SUGAR CREEK RD,A
HYATT CENTRIC|3100 APEX DR,0.13844146216196157,0.3405227370344721,98.0,6,2024-10-02,HYATT CENTRIC,3100 APEX DR,A
BRUEGGERS #077-672|8706 PINEVILLE-MATTHEWS RD,0.13811809150791682,0.22001479050343486,94.5,4,2024-07-17,BRUEGGERS #077-672,8706 PINEVILLE-MATTHEWS RD,A
JASMINE GRILL & KABAB|2920 CENTRAL AV,0.13790266267207132,0.4473151929760625,95.0,6,2024-10-14,JASMINE GRILL & KABAB,2920 CENTRAL AV,A
HALAL STREET FOOD|4044 CONNECTION POINT BV,0.13757254197140859,0.2862258573917257,98.0,7,2024-12-02,HALAL STREET FOOD,4044 CONNECTION POINT BV,A
MIDWOOD SMOKEHOUSE/GK|540 BRANDYWINE RD,0.13756579728193252,0.313502820075309,98.5,5,2024-10-08,MIDWOOD SMOKEHOUSE/GK,540 BRANDYWINE RD,A
DON'S|321 N CALDWELL ST,0.13717158506280205,0.2404935829460352,97.0,6,2024-10-24,DON'S,321 N CALDWELL ST,A
POKE EXPRESS|16041 JOHNSTON RD,0.13691951741784578,0.41755614187293166,96.0,6,2024-10-24,POKE EXPRESS,16041 JOHNSTON RD,A
POPEYES #13604 UNIVERSITY CITY|11858 UNIVERSITY CITY BV,0.13691543936803083,0.4711209072203907,92.0,7,2024-11-20,POPEYES #13604 UNIVERSITY CITY,11858 UNIVERSITY CITY BV,A
HELLO SAILOR|20210 HENDERSON RD,0.13661611105231206,0.29775250043471607,96.0,6,2024-10-28,HELLO SAILOR,20210 HENDERSON RD,A
PHO QUYNH VIETNAMESE RESTAURANT|4900 CENTRAL AV,0.1365364961443126,0.37439232664539934,91.5,7,2024-12-09,PHO QUYNH VIETNAMESE RESTAURANT,4900 CENTRAL AV,A
RUBY TUESDAY|8905 RED OAK BV,0.1365131174518424,0.2812637048782208,91.0,6,2024-10-04,RUBY TUESDAY,8905 RED OAK BV,A
OLIVE GARDEN #1312|9421 PINEVILLE-MATTHEWS RD,0.13613669135071008,0.29138318261210505,98.5,7,2024-12-04,OLIVE GARDEN #1312,9421 PINEVILLE-MATTHEWS RD,A
HIBACHI EXPRESS|2908 OAK LAKE BV,0.13612581774457144,0.3649487731925811,95.5,7,2024-12-13,HIBACHI EXPRESS,2908 OAK LAKE BV,A
SMOKIN CUE|10901 UNIVERSITY CITY BV,0.13550516604108928,0.3340232572356527,98.5,4,2024-12-10,SMOKIN CUE,10901 UNIVERSITY CITY BV,A
QUIDLEY'S DELIGHT CARIBBEAN RESTAURNT|10901 UNIVERSITY CITY BV,0.1353994326002071,0.5914300109032328,96.5,6,2024-10-16,QUIDLEY'S DELIGHT CARIBBEAN RESTAURNT,10901 UNIVERSITY CITY BV,A
LONGHORN STEAKHOUSE|16641 STATESVILLE RD,0.13528321610508393,0.20343632447168172,97.5,5,2024-10-29,LONGHORN STEAKHOUSE,16641 STATESVILLE RD,A
DUNKIN DONUTS/BASKIN ROBBINS #341637|7001 MATTHEWS-MINT HILL RD,0.13488580995875518,0.34056926429047657,93.5,4,2024-08-26,DUNKIN DONUTS/BASKIN ROBBINS #341637,7001 MATTHEWS-MINT HILL RD,A
NEW ZEALAND CAFE|1717 SARDIS RD N,0.1345705232706591,0.23098220089411284,96.0,6,2024-10-28,NEW ZEALAND CAFE,1717 SARDIS RD N,A
CHILI'S GRILL & BAR #1110|8325 NORTHLAKE COMMONS BV,0.13393231280203832,0.261810067503659,96.0,6,2024-10-29,CHILI'S GRILL & BAR #1110,8325 NORTHLAKE COMMONS BV,A
COMMON MARKET SOUTH END|235 W TREMONT AV,0.13374245552588124,0.3495890682664355,96.0,7,2024-11-14,COMMON MARKET SOUTH END,235 W TREMONT AV,A
BOJANGLES' #565|3129 MONROE RD,0.13366148248319648,0.26681835103286583,97.0,7,2024-12-16,BOJANGLES' #565,3129 MONROE RD,A
THANH HUONG CAFE|3023 CENTRAL AV,0.1336254072298168,0.19647846529486002,93.5,5,2024-12-06,THANH HUONG CAFE,3023 CENTRAL AV,A
CONSPIRACY|412 W 5TH ST,0.13336240284958584,0.3042517856032439,96.0,3,2024-10-24,CONSPIRACY,412 W 5TH ST,A
DELI LA UNION|7904 NATIONS FORD RD,0.13325990947874483,0.41021486272565316,97.0,6,2024-10-08,DELI LA UNION,7904 NATIONS FORD RD,A
DR. CHARLES L. SIFFORD GOLF COURSE|1225 REMOUNT RD,0.13319611815208743,0.13319611815208743,97.0,1,2024-11-22,DR. CHARLES L. SIFFORD GOLF COURSE,1225 REMOUNT RD,A
SEA LEVEL NC|129 E 5TH ST,0.13299559182985163,0.2609426793716041,96.5,6,2024-10-29,SEA LEVEL NC,129 E 5TH ST,A
SUPERCHIX|7828 REA RD,0.13220904633697653,0.31881687828060673,95.0,3,2024-12-06,SUPERCHIX,7828 REA RD,A
RINCON LATINO RESTAURANTE|8432 OLD STATESVILLE RD,0.1320141887981617,0.22037311518227728,92.5,3,2024-09-18,RINCON LATINO RESTAURANTE,8432 OLD STATESVILLE RD,A
YAMAZARU|2173 HAWKINS ST,0.13178701932773376,0.290074100644981,95.5,6,2024-10-15,YAMAZARU,2173 HAWKINS ST,A
EL TROPICO RESTAURANT|4335 N TRYON ST,0.13165985428715257,0.19891160662224575,96.0,6,2024-09-30,EL TROPICO RESTAURANT,4335 N TRYON ST,A
AMERICAN DELI #4|3126 MILTON RD,0.13114072437689167,0.17927744206638277,93.0,4,2024-09-05,AMERICAN DELI #4,3126 MILTON RD,A
BRIXX PIZZA DILWORTH|1801 SCOTT AV,0.1309746374253615,0.3054954454171197,94.0,6,2024-09-05,BRIXX PIZZA DILWORTH,1801 SCOTT AV,A
"ASBURY, THE|235 N TRYON ST",0.1305559858807806,0.2776611941365732,97.0,7,2024-12-17,"ASBURY, THE",235 N TRYON ST,A
COFFEE REPUBLIC #8 BALLANTYNE|14825 BALLANTYNE VILLAGE WY,0.1305228334580295,0.1305228334580295,97.5,1,2024-11-01,COFFEE REPUBLIC #8 BALLANTYNE,14825 BALLANTYNE VILLAGE WY,A
SHOWMARS|13000 S TRYON ST,0.13019620866118722,0.23946229200519795,96.5,6,2024-07-17,SHOWMARS,13000 S TRYON ST,A
MILANOS PIZZA AND PASTA|9640 S TRYON ST,0.12964093707222896,0.25847556402294997,98.0,2,2024-07-25,MILANOS PIZZA AND PASTA,9640 S TRYON ST,A
PENN STATION EAST COAST SUBS #133|9805 SANDY ROCK PL,0.1295924033846192,0.5650464111391329,96.0,6,2024-08-21,PENN STATION EAST COAST SUBS #133,9805 SANDY ROCK PL,A
PANDAS DEN|5724 E W T HARRIS BV,0.12897166102059227,0.3286824548389402,99.0,6,2024-10-15,PANDAS DEN,5724 E W T HARRIS BV,A
LA POBLANITA BAR AND GRILL|1923 WESTINGHOUSE BV,0.12892520524148335,0.16675647751896497,98.5,6,2024-10-01,LA POBLANITA BAR AND GRILL,1923 WESTINGHOUSE BV,A
DOS CAMINOS|601 S TRYON ST,0.12863560979499564,0.12863560979499564,94.5,1,2024-10-25,DOS CAMINOS,601 S TRYON ST,A
CAROLINA STEEL SPORTS BAR|12206 COPPER WY,0.1280640179835221,0.34833134303040586,94.5,6,2024-10-21,CAROLINA STEEL SPORTS BAR,12206 COPPER WY,A
MEZCALI MEXICAN RESTAURANT|14212 STATESVILLE RD,0.12768541017019322,0.3456451288390646,97.5,3,2024-10-10,MEZCALI MEXICAN RESTAURANT,14212 STATESVILLE RD,A
"EAGLE, THE|2120 SOUTH BV",0.12766749954160325,0.3124705910817774,97.5,6,2024-12-10,"EAGLE, THE",2120 SOUTH BV,A
TACOS 4 LIFE|3351 PINEVILLE-MATTHEWS RD,0.12722058355410396,0.3034141006314203,95.0,6,2024-12-13,TACOS 4 LIFE,3351 PINEVILLE-MATTHEWS RD,A
JERSEY MIKES SUBS|2001 E 7TH ST,0.12713049740908713,0.29715027583306863,95.0,4,2024-07-23,JERSEY MIKES SUBS,2001 E 7TH ST,A
AROMAS DE MI PUEBLO|9107 S TRYON ST,0.12658385344743212,0.25296474587278045,96.0,2,2024-10-15,AROMAS DE MI PUEBLO,9107 S TRYON ST,A
REID'S FINE FOODS|4331 BARCLAY DOWNS DR,0.12655311489450627,0.35834722439929373,96.0,6,2024-08-15,REID'S FINE FOODS,4331 BARCLAY DOWNS DR,A
SOUTHERN PECAN|6706 PHILLIPS PLACE CT,0.12637540436073863,0.24344296328264023,96.5,6,2024-10-16,SOUTHERN PECAN,6706 PHILLIPS PLACE CT,A
SUBWAY #46999|7427 MATTHEWS-MINT HILL RD,0.12601092369584657,0.22510308023809414,91.0,4,2024-08-01,SUBWAY #46999,7427 MATTHEWS-MINT HILL RD,A
AMERICAN DELI|9100 S TRYON ST,0.12585915477209456,0.22430268254616403,90.5,6,2024-09-24,AMERICAN DELI,9100 S TRYON ST,A
FLEMING`S PRIME STEAKHOUSE|210 E TRADE ST,0.12582319339937612,0.3920301619956298,95.0,7,2024-11-07,FLEMING`S PRIME STEAKHOUSE,210 E TRADE ST,A
OLIVE GARDEN #1682|8225 NORTHLAKE COMMONS BV,0.12578181999439741,0.27239231849927353,99.0,7,2024-12-05,OLIVE GARDEN #1682,8225 NORTHLAKE COMMONS BV,A
SEOUL FOOD MEAT COMPANY|1400 S CHURCH ST,0.12549579011397852,0.41803050358800603,96.0,7,2024-11-06,SEOUL FOOD MEAT COMPANY,1400 S CHURCH ST,A
MICO AT GRAND BOHEMIAN|201 W TRADE ST,0.12533410529736627,0.2798443342125141,96.0,7,2024-11-27,MICO AT GRAND BOHEMIAN,201 W TRADE ST,A
