restaurant_id,avg_risk,max_risk,last_score,inspections,latest_inspection,premises_name,premise_address_1,grade
BOWLERO SOUTH BLVD|4501 SOUTH BV,0.03208334555173737,0.12168110946454931,95.0,4,2024-12-05,BOWLERO SOUTH BLVD,4501 SOUTH BV,A
TOPGOLF CHARLOTTE UNIVERSITY|9110 DRIVERS WY,0.03164358732112776,0.14965166017360024,96.0,6,2024-10-08,TOPGOLF CHARLOTTE UNIVERSITY,9110 DRIVERS WY,A
DILWORTH TASTING ROOM|300 E TREMONT AV,0.03142451045054535,0.10272559029435849,97.5,4,2024-08-28,DILWORTH TASTING ROOM,300 E TREMONT AV,A
HILTON CHARLOTTE AIRPORT|2800 COLISEUM CENTRE DR,0.03139614532116276,0.12284649838916242,91.0,5,2024-09-06,HILTON CHARLOTTE AIRPORT,2800 COLISEUM CENTRE DR,A
PENGUIN|1531 EAST BV,0.03139410708132068,0.12809845896032185,96.0,5,2024-10-24,PENGUIN,1531 EAST BV,A
MOD PIZZA RIVERGATE|14318 RIVERGATE VIEW DR,0.031086626718403926,0.10459899305608146,98.0,4,2024-08-13,MOD PIZZA RIVERGATE,14318 RIVERGATE VIEW DR,A
VIBE CAFE AND WINE BAR|1315 EAST BV,0.03107411812849723,0.09567350523637994,93.0,4,2024-12-03,VIBE CAFE AND WINE BAR,1315 EAST BV,A
TEQUILERIA|5501 JOSH BIRMINGHAM PY,0.031073439355250837,0.10628757147316248,95.5,6,2024-10-30,TEQUILERIA,5501 JOSH BIRMINGHAM PY,A
CHICK FIL A #01231|4431 RANDOLPH RD,0.03102476133573561,0.06094138567774799,98.5,2,2024-10-15,CHICK FIL A #01231,4431 RANDOLPH RD,A
RED ROCKS CAFE & BAKERY|4223 PROVIDENCE RD,0.030976935538040734,0.11619105730431253,96.5,6,2024-10-24,RED ROCKS CAFE & BAKERY,4223 PROVIDENCE RD,A
TRIO RESTAURANT|10709 MCMULLEN CREEK PY,0.030806299782147988,0.1058829898151182,96.0,7,2024-12-03,TRIO RESTAURANT,10709 MCMULLEN CREEK PY,A
QUEEN CITY CRAFT AND GOURMET|5349 BALLANTYNE COMMONS PY,0.03074441071849267,0.09996751592070315,98.0,5,2024-10-04,QUEEN CITY CRAFT AND GOURMET,5349 BALLANTYNE COMMONS PY,A
WENDY`S #29|1801 SARDIS RD N,0.030691133281818106,0.10659764398034614,94.5,5,2024-12-12,WENDY`S #29,1801 SARDIS RD N,A
"WORKMANS FRIEND, THE|1531 CENTRAL AV",0.030634597149534867,0.07625306766894867,94.0,6,2024-10-11,"WORKMANS FRIEND, THE",1531 CENTRAL AV,A
DUNWELLZ CUSTOM KITCHEN AND POUR HOUSE|7110 BRIGHTON PARK DR,0.030509305055726594,0.1587741386333618,96.0,6,2024-12-02,DUNWELLZ CUSTOM KITCHEN AND POUR HOUSE,7110 BRIGHTON PARK DR,A
SHOWMARS - DILWORTH|1600 EAST BV,0.030397648005153193,0.12965152202603691,95.5,6,2024-11-15,SHOWMARS - DILWORTH,1600 EAST BV,A
ASIAN 1|16646 HAWFIELD WAY DR,0.030067673581061112,0.1378572489955223,96.0,5,2024-10-10,ASIAN 1,16646 HAWFIELD WAY DR,A
TROPICAL SMOOTHIE CAFE|8948 J M KEYNES DR,0.029979339574492565,0.08433222732504346,98.0,4,2024-07-17,TROPICAL SMOOTHIE CAFE,8948 J M KEYNES DR,A
VIA ROMA|7416 WAVERLY WALK AV,0.02993831274518979,0.16466675895582994,98.5,6,2024-11-19,VIA ROMA,7416 WAVERLY WALK AV,A
JIN JIN RESTAURANT|9115 SAMLEN LN,0.02966745631790837,0.17120188662870442,96.5,7,2024-11-21,JIN JIN RESTAURANT,9115 SAMLEN LN,A
KFC #E320068|2639 FREEDOM DR,0.02964870966978599,0.149087409279802,96.0,7,2024-11-06,KFC #E320068,2639 FREEDOM DR,A
TEDS  RESTAURANT|8625 MONROE RD,0.029588314616212724,0.17621677008036365,98.5,6,2024-10-22,TEDS  RESTAURANT,8625 MONROE RD,A
SHOWMARS - MINT HILL|6850 MATTHEWS-MINT HILL RD,0.029539847356047488,0.09513921999843278,95.5,6,2024-10-11,SHOWMARS - MINT HILL,6850 MATTHEWS-MINT HILL RD,A
PANERA BREAD #1966|11630 WAVERLY CENTER DR,0.029477590840489443,0.15687901952992267,98.0,7,2024-11-12,PANERA BREAD #1966,11630 WAVERLY CENTER DR,A
HAWTHORNES PIZZA & BAR|7319 MATTHEWS-MINT HILL RD,0.029457258821047508,0.10838554088719012,98.5,6,2024-11-22,HAWTHORNES PIZZA & BAR,7319 MATTHEWS-MINT HILL RD,A
PANERA BREAD #863|14835 BALLANTYNE VILLAGE WY,0.029443363636705903,0.20201600756369714,99.5,7,2024-12-17,PANERA BREAD #863,14835 BALLANTYNE VILLAGE WY,A
ARBYS #8076 REA FARMS|9923 SANDY ROCK PL,0.029404645301668697,0.11655915133383582,99.5,6,2024-10-23,ARBYS #8076 REA FARMS,9923 SANDY ROCK PL,A
CHEN FU RESTAURANT|9623 E INDEPENDENCE BV,0.029330753228492986,0.12917758365873644,98.5,7,2024-12-20,CHEN FU RESTAURANT,9623 E INDEPENDENCE BV,A
TACO BELL #41092|8661 J W CLAY BV,0.029195476658296686,0.10830961906797057,96.5,7,2024-11-04,TACO BELL #41092,8661 J W CLAY BV,A
ZIO|116 MIDDLETON DR,0.029077018892306107,0.0826275706595989,92.0,5,2024-10-29,ZIO,116 MIDDLETON DR,A
LAS AMERICAS RESTAURANT|8652 PINEVILLE-MATTHEWS RD,0.028991487624156435,0.11151711633123737,95.0,6,2024-10-08,LAS AMERICAS RESTAURANT,8652 PINEVILLE-MATTHEWS RD,A
WHISKEY WAREHOUSE|1221 THE PLAZA,0.02884048409076564,0.14309340305299895,97.0,6,2024-10-02,WHISKEY WAREHOUSE,1221 THE PLAZA,A
UNCC MARRIOTT BANQUET KITCHEN|9041 ROBERT D SNYDER RD,0.02882746402161969,0.09378323141871571,97.0,6,2024-10-23,UNCC MARRIOTT BANQUET KITCHEN,9041 ROBERT D SNYDER RD,A
ARAMARK AT CORNING CHARLOTTE|4200 CORNING PL,0.02869485705191363,0.09791902116033394,95.0,6,2024-10-02,ARAMARK AT CORNING CHARLOTTE,4200 CORNING PL,A
RESIDENCE INN/FAIRFIELD INN+SUITES CHARLOTTE|2220 W TYVOLA RD,0.0283252097566175,0.10354586614584606,95.5,4,2024-12-13,RESIDENCE INN/FAIRFIELD INN+SUITES CHARLOTTE,2220 W TYVOLA RD,A
LA ZIMA BAR AND GRILL|111 EASTWAY DR,0.028293132495358385,0.1026972723514306,97.5,5,2024-10-18,LA ZIMA BAR AND GRILL,111 EASTWAY DR,A
NICK & MIKE BAR AND GRILL|11524 N TRYON ST,0.028266870004169345,0.15605678803171819,94.0,6,2024-10-03,NICK & MIKE BAR AND GRILL,11524 N TRYON ST,A
TAIPEI EXPRESS|731 PROVIDENCE RD,0.02817217731192852,0.0594846467481669,93.0,5,2024-10-25,TAIPEI EXPRESS,731 PROVIDENCE RD,A
AMELIE'S FRENCH BAKERY AND CAFE|301 S COLLEGE ST,0.028014369926784997,0.07061384418463548,97.0,7,2024-12-12,AMELIE'S FRENCH BAKERY AND CAFE,301 S COLLEGE ST,A
"HAWK NEST CULINARY ARTS DEPT, THE|7400 TUCKASEEGEE RD",0.027985361082412397,0.12026731933043029,99.0,6,2024-09-04,"HAWK NEST CULINARY ARTS DEPT, THE",7400 TUCKASEEGEE RD,A
AZTECA MEXICAN RESTAURANT|116 E WOODLAWN RD,0.027815588018330725,0.0853014883524259,96.5,6,2024-07-26,AZTECA MEXICAN RESTAURANT,116 E WOODLAWN RD,A
BUFFALO WILD WINGS #729 PROMENADE|10706 PROVIDENCE RD,0.027814663814645507,0.07505985531121935,96.5,6,2024-10-15,BUFFALO WILD WINGS #729 PROMENADE,10706 PROVIDENCE RD,A
FUMEE|9539 PINNACLE DR,0.027810739398513817,0.10961390709872579,97.0,5,2024-10-30,FUMEE,9539 PINNACLE DR,A
CHILI'S GRILL & BAR #1121|9730 REA RD,0.02761152415801593,0.06877607888905136,98.5,6,2024-10-28,CHILI'S GRILL & BAR #1121,9730 REA RD,A
CORNER CAFE @ SIEMENS|5101 WESTINGHOUSE BV,0.027455443916643268,0.15988445769380946,98.5,6,2024-10-23,CORNER CAFE @ SIEMENS,5101 WESTINGHOUSE BV,A
FORCHETTA/FINANCIAL GRIND|230 N COLLEGE ST,0.02728146980760417,0.06679228403128831,99.0,6,2024-09-05,FORCHETTA/FINANCIAL GRIND,230 N COLLEGE ST,A
CHIPOTLE MEXICAN GRILL #3125|6925 UNIVERSITY CITY BV,0.027115420791587904,0.16605402808795727,98.5,7,2024-11-13,CHIPOTLE MEXICAN GRILL #3125,6925 UNIVERSITY CITY BV,A
CAVA MEZZE GRILL BLAKENEY|9848 REA RD,0.02701948719018923,0.08526156786121641,96.5,6,2024-09-30,CAVA MEZZE GRILL BLAKENEY,9848 REA RD,A
AMC CAROLINA PAVILION 22|9541 SOUTH BV,0.02689947473714727,0.07787703267317345,96.0,3,2024-07-02,AMC CAROLINA PAVILION 22,9541 SOUTH BV,A
CHOI’S KOREA & WING|808 E ARROWOOD RD,0.0267751631246928,0.11805020471707861,96.5,6,2024-10-03,CHOI’S KOREA & WING,808 E ARROWOOD RD,A
EDS FREEMORE TAVERN|1500 W MOREHEAD ST,0.02629990908277733,0.15190056160156357,93.5,7,2024-12-04,EDS FREEMORE TAVERN,1500 W MOREHEAD ST,A
BUFFALO WILD WINGS|9402 NORTHLAKE WEST DR,0.026276415828377364,0.06145608639772213,98.0,4,2024-12-04,BUFFALO WILD WINGS,9402 NORTHLAKE WEST DR,A
SWEET LEWS BBQ|923 BELMONT AV,0.026273690844912104,0.11593629190826048,98.5,7,2024-11-26,SWEET LEWS BBQ,923 BELMONT AV,A
TARGET #T-2244 STARBUCKS/PIZZA HUT|900 METROPOLITAN AV,0.02619388491315335,0.0892167531216492,97.0,4,2024-07-24,TARGET #T-2244 STARBUCKS/PIZZA HUT,900 METROPOLITAN AV,A
VICENTE BISTRO|2520 SOUTH BV,0.026133627665489687,0.0720196617679263,96.5,3,2024-10-02,VICENTE BISTRO,2520 SOUTH BV,A
UNDERCURRENT COFFEE|2012 COMMONWEALTH AV,0.02610148369187847,0.08770538260224642,98.5,7,2024-11-21,UNDERCURRENT COFFEE,2012 COMMONWEALTH AV,A
CHIPOTLE MEXICAN GRILL #3751 MINT HILL|9030 ALBEMARLE RD,0.026035167320587548,0.14990955439319076,98.5,7,2024-12-03,CHIPOTLE MEXICAN GRILL #3751 MINT HILL,9030 ALBEMARLE RD,A
INIZIO PIZZA NAPOLETANA|2230 PARK RD,0.025952004254751665,0.11405586658112535,98.5,6,2024-10-22,INIZIO PIZZA NAPOLETANA,2230 PARK RD,A
SUGAR CREEK BREWING COMPANY|215 SOUTHSIDE DR,0.02593590227961999,0.06717098090406662,91.0,4,2024-11-22,SUGAR CREEK BREWING COMPANY,215 SOUTHSIDE DR,A
FLOWER CHILD BALLANTYNE|15210 BOWL ST,0.025138298897146416,0.025138298897146416,99.0,1,2024-10-14,FLOWER CHILD BALLANTYNE,15210 BOWL ST,A
EL MALO HERMANITA|1705 CENTRAL AV,0.025138298897146416,0.025138298897146416,96.5,1,2024-11-01,EL MALO HERMANITA,1705 CENTRAL AV,A
COWBELL|201 N TRYON ST,0.025134388972048873,0.1045644279707604,96.0,7,2024-12-05,COWBELL,201 N TRYON ST,A
CHIPOTLE MEXICAN GRILL #1826 SOUTHPARK MALL|4400 SHARON RD,0.02500141496070288,0.15427380336506902,97.5,7,2024-12-11,CHIPOTLE MEXICAN GRILL #1826 SOUTHPARK MALL,4400 SHARON RD,A
EGGS UP GRILL|19732 ONE NORMAN BV,0.02485630351598685,0.07119437401227802,93.0,3,2024-07-23,EGGS UP GRILL,19732 ONE NORMAN BV,A
FINZ AND FEATHERZ|700 ATANDO AV,0.024776501025083532,0.10545781599277446,97.0,5,2024-09-05,FINZ AND FEATHERZ,700 ATANDO AV,A
SOPHIES KITCHEN|2005 EAST ARBORS DR,0.024685273780409,0.09480689681524428,98.0,7,2024-12-06,SOPHIES KITCHEN,2005 EAST ARBORS DR,A
ZINICOLA|14835 BALLANTYNE VILLAGE WY,0.024605057991808503,0.07563507779670896,96.0,5,2024-10-22,ZINICOLA,14835 BALLANTYNE VILLAGE WY,A
SUNS KITCHEN|3216 SOUTH BV,0.024530681948588633,0.048147573315782,98.0,2,2024-12-04,SUNS KITCHEN,3216 SOUTH BV,A
MCDONALD'S TRYON #6788|4440 S TRYON ST,0.024497342584108624,0.09681272432215637,95.0,4,2024-07-24,MCDONALD'S TRYON #6788,4440 S TRYON ST,A
TREVI VIBRANT SENIOR LIVING|11230 TREVI VILLAGE BV,0.024348590933531644,0.06548651902675384,98.5,4,2024-10-07,TREVI VIBRANT SENIOR LIVING,11230 TREVI VILLAGE BV,A
GOURMAND|4425 SHARON RD,0.024336693987169884,0.09618578335985525,96.5,4,2024-10-22,GOURMAND,4425 SHARON RD,A
YUNTA|2201 SOUTH BV,0.024299225876470456,0.11533246214682231,96.0,6,2024-12-13,YUNTA,2201 SOUTH BV,A
DB'S TAVERN|8155 ARDREY KELL RD,0.02415766939937928,0.057107710422177424,92.5,5,2024-07-09,DB'S TAVERN,8155 ARDREY KELL RD,A
ATRIUM HEALTH PINEVILLE|10628 PARK RD,0.02405037654930102,0.07213044612096177,98.0,6,2024-09-24,ATRIUM HEALTH PINEVILLE,10628 PARK RD,A
SALSA`S|2015 AYRSLEY TOWN BV,0.023939397691514038,0.0636797664807431,98.0,6,2024-07-08,SALSA`S,2015 AYRSLEY TOWN BV,A
QUIKTRIP #1024|4200 BROOKSHIRE BV,0.023740126809605473,0.0700219306148715,96.0,4,2024-11-01,QUIKTRIP #1024,4200 BROOKSHIRE BV,A
"HILL BAR & GRILL, THE|11232 LAWYERS RD",0.023728892040471267,0.05846415752269769,98.0,6,2024-12-18,"HILL BAR & GRILL, THE",11232 LAWYERS RD,A
JERSEY MIKES SUBS|11112 S TRYON ST,0.023628096507811048,0.06056547498361893,97.5,4,2024-07-31,JERSEY MIKES SUBS,11112 S TRYON ST,A
MAHARANI INDIAN CUISINE|901 S KINGS DR,0.023561748243589198,0.11987553803326108,96.5,7,2024-10-16,MAHARANI INDIAN CUISINE,901 S KINGS DR,A
PIZZA HUT RED MANGO AT JOHNSON C SMITH|100 BEATTIES FORD RD,0.023468036875094873,0.023468036875094873,98.5,1,2023-02-27,PIZZA HUT RED MANGO AT JOHNSON C SMITH,100 BEATTIES FORD RD,A
COURTYARD BY MARRIOTT BALLANTYNE|15635 DON LOCHMAN LN,0.023427581477198246,0.07334788371929064,98.5,6,2024-10-18,COURTYARD BY MARRIOTT BALLANTYNE,15635 DON LOCHMAN LN,A
COFFEY CREEK CAFE|1700 CENTER PARK DR,0.023342080253628456,0.11280838959631974,95.0,7,2024-12-18,COFFEY CREEK CAFE,1700 CENTER PARK DR,A
WINGSTOP #693|8334 PINEVILLE-MATTHEWS RD,0.023333136690150722,0.07402861765491085,93.0,6,2024-09-30,WINGSTOP #693,8334 PINEVILLE-MATTHEWS RD,A
MERCHANT AND TRADE|303 S CHURCH ST,0.023228011446973184,0.09531380694123022,98.5,6,2024-10-25,MERCHANT AND TRADE,303 S CHURCH ST,A
JIMMY JOHNS GOURMET SANDWICHES #4131|300 N COLLEGE ST,0.023179207867509603,0.06548702213920964,98.5,4,2024-12-11,JIMMY JOHNS GOURMET SANDWICHES #4131,300 N COLLEGE ST,A
HYATT HOUSE FOOD AND BAR SERVICE|435 E TRADE ST,0.023149713277312016,0.0682807697147782,92.5,7,2024-12-27,HYATT HOUSE FOOD AND BAR SERVICE,435 E TRADE ST,A
EMBASSY SUITES BRICKSTONES GRILL|1917 AYRSLEY TOWN BV,0.023138042655329098,0.07162141593416674,98.0,6,2024-09-12,EMBASSY SUITES BRICKSTONES GRILL,1917 AYRSLEY TOWN BV,A
IMPROPER PIG REA FARMS|9855 SANDY ROCK PL,0.023040490772971708,0.11101703129458895,96.0,6,2024-10-09,IMPROPER PIG REA FARMS,9855 SANDY ROCK PL,A
PORTOFINOS ITALIAN RESTAURANT|3124 EASTWAY DR,0.02295741147289541,0.11935086400140091,96.5,6,2024-12-02,PORTOFINOS ITALIAN RESTAURANT,3124 EASTWAY DR,A
SPARK BY HILTON|6050 TYVOLA GLEN CR,0.022649192756835152,0.07463429728885625,100.0,6,2024-09-23,SPARK BY HILTON,6050 TYVOLA GLEN CR,A
BUHO AT GRAND BOHEMIAN|201 W TRADE ST,0.022468673191259073,0.04680769552618917,97.0,4,2024-08-29,BUHO AT GRAND BOHEMIAN,201 W TRADE ST,A
PIZZERIA OMAGGIO|1055 METROPOLITAN AV,0.022461263881910238,0.09365373527968417,96.5,7,2024-12-16,PIZZERIA OMAGGIO,1055 METROPOLITAN AV,A
CHIPOTLE MEXICAN GRILL #1510|7724 PINEVILLE-MATTHEWS RD,0.0223757253805965,0.06666540433408602,98.5,7,2024-12-02,CHIPOTLE MEXICAN GRILL #1510,7724 PINEVILLE-MATTHEWS RD,A
SAMS CLUB #8219|1801 WINDSOR SQUARE DR,0.022328096989187956,0.04406703030005604,96.5,4,2024-11-08,SAMS CLUB #8219,1801 WINDSOR SQUARE DR,A
RED ROCKS CAFE|8712 LINDHOLM DR,0.02229717949456044,0.10678199905663086,99.5,5,2024-12-30,RED ROCKS CAFE,8712 LINDHOLM DR,A
PANERA BREAD #1707|306 S SHARON AMITY RD,0.022277257171138525,0.09487035639851275,97.5,7,2024-12-16,PANERA BREAD #1707,306 S SHARON AMITY RD,A
EGGSPECTATION|14815 BALLANTYNE VILLAGE WY,0.022215303313575577,0.0621482100979672,95.5,3,2024-12-27,EGGSPECTATION,14815 BALLANTYNE VILLAGE WY,A
MCDONALDS #07396|8900 J M KEYNES DR,0.022203577503861538,0.06664223145920022,97.5,4,2024-08-05,MCDONALDS #07396,8900 J M KEYNES DR,A
HICKORY TAVERN-TORRINGDON|12210 COPPER WY,0.02212567559918943,0.048988546473099394,97.0,6,2024-10-10,HICKORY TAVERN-TORRINGDON,12210 COPPER WY,A
THE QUEENS TAVERN|5501 JOSH BIRMINGHAM PY,0.021971191949538265,0.08207516537390028,95.0,5,2024-08-22,THE QUEENS TAVERN,5501 JOSH BIRMINGHAM PY,A
LEMPIRA RESTAURANT- CENTRAL|4439 CENTRAL AV,0.021897488372779748,0.07974498662739944,94.5,6,2024-12-18,LEMPIRA RESTAURANT- CENTRAL,4439 CENTRAL AV,A
MI PUEBLO #11|1820 SARDIS RD N,0.02179824549636544,0.1314293341661577,94.5,7,2024-11-18,MI PUEBLO #11,1820 SARDIS RD N,A
LE PEEP RESTAURANT|8140 PROVIDENCE RD,0.02178450975443678,0.10926425395399111,98.5,7,2024-12-03,LE PEEP RESTAURANT,8140 PROVIDENCE RD,A
DOMINOS #5551|9630 UNIVERSITY CITY BV,0.02177870841540495,0.04235201376703319,99.5,4,2024-09-26,DOMINOS #5551,9630 UNIVERSITY CITY BV,A
JERSEY MIKES #3054|14120 STATESVILLE RD,0.02177488198828839,0.07153724697919013,99.0,4,2024-08-14,JERSEY MIKES #3054,14120 STATESVILLE RD,A
SYMPHONY PARK|12221 SAM FURR RD,0.021701539208146062,0.021701539208146062,99.5,1,2024-10-18,SYMPHONY PARK,12221 SAM FURR RD,A
JACK IN THE BOX|7806 FOREST POINT BV,0.02169890965475529,0.0673646139946155,91.0,6,2024-12-10,JACK IN THE BOX,7806 FOREST POINT BV,A
THE PUNCH ROOM|201 E TRADE ST,0.021667427107597653,0.043334854215195305,99.0,2,2024-12-05,THE PUNCH ROOM,201 E TRADE ST,A
KFC #E320062|6320 W SUGAR CREEK RD,0.021431719852847916,0.148550803392564,98.5,7,2024-11-05,KFC #E320062,6320 W SUGAR CREEK RD,A
ARIA TUSCAN GRILL|100 N TRYON ST,0.021299954140734226,0.07366415598059134,98.0,6,2024-10-24,ARIA TUSCAN GRILL,100 N TRYON ST,A
BOJANGLES' #934|11420 BEAVER FARMS RD,0.02127633498755203,0.11549388754872321,98.0,6,2024-12-13,BOJANGLES' #934,11420 BEAVER FARMS RD,A
JOCKS AND JILLS SPORTS GRILL|4109 SOUTH STREAM BV,0.02111223120883911,0.07125431571616789,97.0,6,2024-10-22,JOCKS AND JILLS SPORTS GRILL,4109 SOUTH STREAM BV,A
DAVINCI'S PIZZA|5700 UNIVERSITY POINTE BV,0.021018953333014286,0.08161417385390841,95.0,6,2024-09-25,DAVINCI'S PIZZA,5700 UNIVERSITY POINTE BV,A
DOMINOS #4488|4510 SUNSET RD,0.020848307834023957,0.07677010155403054,98.0,4,2024-08-15,DOMINOS #4488,4510 SUNSET RD,A
TACO BELL # 005500|1910 SARDIS RD N,0.020782540998584766,0.020782540998584766,99.5,1,2024-12-30,TACO BELL # 005500,1910 SARDIS RD N,A
VICTORIA RESTAURANT|5025 N TRYON ST,0.0205948769906812,0.1289616348471013,99.0,7,2024-11-25,VICTORIA RESTAURANT,5025 N TRYON ST,A
800 DEGREES WOODFIRED KITCHEN / BAR ONE LOUNGE|6815 PHILLIPS PLACE CT,0.02049985997391917,0.05551725424875135,98.0,5,2024-08-29,800 DEGREES WOODFIRED KITCHEN / BAR ONE LOUNGE,6815 PHILLIPS PLACE CT,A
ZAPATA`S|8927 J M KEYNES DR,0.02042753985258646,0.06301211436903362,98.0,7,2024-12-05,ZAPATA`S,8927 J M KEYNES DR,A
MCDONALDS #10619|5800 E W T HARRIS BV,0.020353033968877575,0.06523863542612646,99.5,4,2024-07-26,MCDONALDS #10619,5800 E W T HARRIS BV,A
MEZZANOTTE|2907 PROVIDENCE RD,0.020304289921237277,0.04645773906909201,95.0,5,2024-10-28,MEZZANOTTE,2907 PROVIDENCE RD,A
WENDY'S #62|8720 RACHEL FREEMAN WY,0.020077781881961822,0.07816867402096632,97.5,4,2024-12-04,WENDY'S #62,8720 RACHEL FREEMAN WY,A
YAFO EAST|1231 EAST BV,0.020063180235470126,0.08240030406310367,97.0,6,2024-09-18,YAFO EAST,1231 EAST BV,A
BERNARDIN'S RESTAURANT|435 S TRYON STREET,0.019962009072182253,0.07594893470462515,97.5,6,2024-08-15,BERNARDIN'S RESTAURANT,435 S TRYON STREET,A
STOCKYARD RESTAURANT|4925 ROZZELLES FERRY RD,0.01995135467966013,0.08524944235975149,97.5,6,2024-10-18,STOCKYARD RESTAURANT,4925 ROZZELLES FERRY RD,A
"BUTCHERS MARKET, THE|8410 REA RD",0.01980764937997685,0.03237390572209777,97.0,7,2024-12-16,"BUTCHERS MARKET, THE",8410 REA RD,A
CARRBURRITOS|445 S MAIN ST,0.019672392684884327,0.07923810310825795,98.5,7,2024-12-10,CARRBURRITOS,445 S MAIN ST,A
HARRY'S GRILLE & TAVERN|2127 AYRSLEY TOWN BV,0.019640213411840707,0.0446431533880118,99.0,6,2024-09-05,HARRY'S GRILLE & TAVERN,2127 AYRSLEY TOWN BV,A
BOJANGLES` #503|4435 THE PLAZA,0.01950091155251667,0.07083176890854682,99.0,6,2024-11-12,BOJANGLES` #503,4435 THE PLAZA,A
SAFFRON INDIAN CUISINE|2135 AYRSLEY TOWN BV,0.01946239512128837,0.052556967768422336,98.0,7,2024-12-20,SAFFRON INDIAN CUISINE,2135 AYRSLEY TOWN BV,A
MARIA`S GRILL|2801 W SUGAR CREEK RD,0.019456649665022172,0.042583953525555114,95.5,6,2024-09-18,MARIA`S GRILL,2801 W SUGAR CREEK RD,A
NORDSTROM'S E-BAR|4400 SHARON RD,0.01932022988149363,0.0653971935978384,97.0,4,2024-07-30,NORDSTROM'S E-BAR,4400 SHARON RD,A
BURGER KING #7229|8431 N TRYON ST,0.019301851312065313,0.05977127110233666,99.0,4,2024-07-18,BURGER KING #7229,8431 N TRYON ST,A
NOTHING BUT NOODLES|12740 S TRYON ST,0.019119427127264648,0.07826604111806103,98.0,6,2024-09-04,NOTHING BUT NOODLES,12740 S TRYON ST,A
SUPPERLAND|1212 THE PLAZA,0.019095009319007747,0.07408153087332266,98.0,6,2024-07-31,SUPPERLAND,1212 THE PLAZA,A
STARBUCKS#71681|9425 SOUTH BV,0.018977877812945465,0.03699732330384691,99.0,2,2024-10-01,STARBUCKS#71681,9425 SOUTH BV,A
SHOWMARS - PROVIDENCE|10612 PROVIDENCE RD,0.01893127249087649,0.08378305615916747,99.0,6,2024-11-20,SHOWMARS - PROVIDENCE,10612 PROVIDENCE RD,A
GREAT HARVEST MALLARD CREEK|1824 EAST ARBORS DR,0.018897831961179896,0.07379211635497981,98.0,4,2024-08-15,GREAT HARVEST MALLARD CREEK,1824 EAST ARBORS DR,A
"BLUE TAJ, THE|14815 BALLANTYNE VILLAGE WY",0.018893214995278643,0.07262809383021063,99.5,6,2024-10-22,"BLUE TAJ, THE",14815 BALLANTYNE VILLAGE WY,A
SOCIAL 704|9201 UNIVERSITY CITY BV,0.018876308233077954,0.049488779387488704,96.5,5,2024-07-26,SOCIAL 704,9201 UNIVERSITY CITY BV,A
HAWTHORNE'S N. Y. PIZZA & BAR #2|5814 HIGHLAND SHOPPES DR,0.018868178346079238,0.0897455469401443,98.5,5,2024-12-04,HAWTHORNE'S N. Y. PIZZA & BAR #2,5814 HIGHLAND SHOPPES DR,A
PROTAGONIST BEER|227 SOUTHSIDE DR,0.018867705283476196,0.07835975305917134,95.0,7,2024-11-25,PROTAGONIST BEER,227 SOUTHSIDE DR,A
CHOPT CREATIVE SALAD BLAKENEY|9844 REA RD,0.018850948659884563,0.05664722622332292,93.5,4,2024-10-24,CHOPT CREATIVE SALAD BLAKENEY,9844 REA RD,A
FOXCROFT WINE CO BIRKDALE|16915 BIRKDALE COMMONS PY,0.018813124471992505,0.018813124471992505,99.5,1,2024-12-02,FOXCROFT WINE CO BIRKDALE,16915 BIRKDALE COMMONS PY,A
AMERICAN AIRLINES TRAINING CENTER|4800 HANGAR RD,0.018810527338068934,0.07478597386010716,98.0,7,2024-12-02,AMERICAN AIRLINES TRAINING CENTER,4800 HANGAR RD,A
CRAFT TASTING ROOM GROWLER SHOP|1320 S CHURCH ST,0.01880524812265771,0.035975013015584666,99.0,4,2024-07-25,CRAFT TASTING ROOM GROWLER SHOP,1320 S CHURCH ST,A
NOTHING BUT NOODLES|7930 REA RD,0.018793080286284666,0.05564261085044116,99.0,6,2024-10-08,NOTHING BUT NOODLES,7930 REA RD,A
ZAXBY`S #70|7508 S TRYON ST,0.01878688291355581,0.08976909073448448,98.0,6,2024-08-20,ZAXBY`S #70,7508 S TRYON ST,A
KABUTO|1001 E W T HARRIS BV,0.01857607382616246,0.11089590744874187,93.5,6,2024-09-20,KABUTO,1001 E W T HARRIS BV,A
PIZZA BABY WEST|2135 THRIFT RD,0.01845570119197118,0.03595297006189834,97.5,2,2024-10-18,PIZZA BABY WEST,2135 THRIFT RD,A
TIN CATERING|301 S DAVIDSON ST,0.018438203964894154,0.1029985853738441,97.0,7,2024-12-11,TIN CATERING,301 S DAVIDSON ST,A
THE PORTERS HOUSE|7417 WAVERLY WALK AV,0.01840837775501371,0.05241131731493536,95.5,5,2024-10-22,THE PORTERS HOUSE,7417 WAVERLY WALK AV,A
POPPY`S BAGELS AND MORE|2921 PROVIDENCE RD,0.018356102972312705,0.07165513172487953,96.0,6,2024-07-22,POPPY`S BAGELS AND MORE,2921 PROVIDENCE RD,A
PANERA BREAD UPTOWN #1406|201 S COLLEGE ST,0.018280594926432938,0.08754823293095487,98.0,7,2024-11-07,PANERA BREAD UPTOWN #1406,201 S COLLEGE ST,A
HOUSE OF PIZZA|3640 CENTRAL AV,0.018204247477728214,0.052286133615258266,98.0,5,2024-07-09,HOUSE OF PIZZA,3640 CENTRAL AV,A
