acs_year,state_fips,county_fips,tract,block_group,acs_data_year,median_income,total_pop,white,black,asian,total_pop_hispanic_table,hispanic,under_18,over_65,pct_white,pct_black,pct_asian,pct_hispanic
2017,37,119,003402,1,2023,161295.0,1417.0,1147.0,0.0,33.0,1417.0,198.0,,,0.8094565984474241,0.0,0.02328863796753705,0.1397318278052223
2018,37,119,003402,1,2023,161295.0,1417.0,1147.0,0.0,33.0,1417.0,198.0,,,0.8094565984474241,0.0,0.02328863796753705,0.1397318278052223
2019,37,119,003402,1,2023,161295.0,1417.0,1147.0,0.0,33.0,1417.0,198.0,,,0.8094565984474241,0.0,0.02328863796753705,0.1397318278052223
2020,37,119,003402,1,2023,161295.0,1417.0,1147.0,0.0,33.0,1417.0,198.0,,,0.8094565984474241,0.0,0.02328863796753705,0.1397318278052223
2021,37,119,003402,1,2023,161295.0,1417.0,1147.0,0.0,33.0,1417.0,198.0,,,0.8094565984474241,0.0,0.02328863796753705,0.1397318278052223
2022,37,119,003402,1,2023,161295.0,1417.0,1147.0,0.0,33.0,1417.0,198.0,,,0.8094565984474241,0.0,0.02328863796753705,0.1397318278052223
2023,37,119,003402,1,2023,161295.0,1417.0,1147.0,0.0,33.0,1417.0,198.0,,,0.8094565984474241,0.0,0.02328863796753705,0.1397318278052223
2015,37,119,005839,1,2023,80776.0,953.0,394.0,204.0,55.0,953.0,177.0,,,0.41343126967471144,0.21406086044071354,0.05771248688352571,0.18572927597061908
2016,37,119,005839,1,2023,80776.0,953.0,394.0,204.0,55.0,953.0,177.0,,,0.41343126967471144,0.21406086044071354,0.05771248688352571,0.18572927597061908
2017,37,119,005839,1,2023,80776.0,953.0,394.0,204.0,55.0,953.0,177.0,,,0.41343126967471144,0.21406086044071354,0.05771248688352571,0.18572927597061908
2018,37,119,005839,1,2023,80776.0,953.0,394.0,204.0,55.0,953.0,177.0,,,0.41343126967471144,0.21406086044071354,0.05771248688352571,0.18572927597061908
2019,37,119,005839,1,2023,80776.0,953.0,394.0,204.0,55.0,953.0,177.0,,,0.41343126967471144,0.21406086044071354,0.05771248688352571,0.18572927597061908
2020,37,119,005839,1,2023,80776.0,953.0,394.0,204.0,55.0,953.0,177.0,,,0.41343126967471144,0.21406086044071354,0.05771248688352571,0.18572927597061908
2021,37,119,005839,1,2023,80776.0,953.0,394.0,204.0,55.0,953.0,177.0,,,0.41343126967471144,0.21406086044071354,0.05771248688352571,0.18572927597061908
2022,37,119,005839,1,2023,80776.0,953.0,394.0,204.0,55.0,953.0,177.0,,,0.41343126967471144,0.21406086044071354,0.05771248688352571,0.18572927597061908
2023,37,119,005839,1,2023,80776.0,953.0,394.0,204.0,55.0,953.0,177.0,,,0.41343126967471144,0.21406086044071354,0.05771248688352571,0.18572927597061908
2015,37,119,003500,1,2023,89421.0,1525.0,1380.0,26.0,69.0,1525.0,32.0,,,0.9049180327868852,0.017049180327868854,0.04524590163934426,0.02098360655737705
2016,37,119,003500,1,2023,89421.0,1525.0,1380.0,26.0,69.0,1525.0,32.0,,,0.9049180327868852,0.017049180327868854,0.04524590163934426,0.02098360655737705
2017,37,119,003500,1,2023,89421.0,1525.0,1380.0,26.0,69.0,1525.0,32.0,,,0.9049180327868852,0.017049180327868854,0.04524590163934426,0.02098360655737705
2018,37,119,003500,1,2023,89421.0,1525.0,1380.0,26.0,69.0,1525.0,32.0,,,0.9049180327868852,0.017049180327868854,0.04524590163934426,0.02098360655737705
2019,37,119,003500,1,2023,89421.0,1525.0,1380.0,26.0,69.0,1525.0,32.0,,,0.9049180327868852,0.017049180327868854,0.04524590163934426,0.02098360655737705
2020,37,119,003500,1,2023,89421.0,1525.0,1380.0,26.0,69.0,1525.0,32.0,,,0.9049180327868852,0.017049180327868854,0.04524590163934426,0.02098360655737705
2021,37,119,003500,1,2023,89421.0,1525.0,1380.0,26.0,69.0,1525.0,32.0,,,0.9049180327868852,0.017049180327868854,0.04524590163934426,0.02098360655737705
2022,37,119,003500,1,2023,89421.0,1525.0,1380.0,26.0,69.0,1525.0,32.0,,,0.9049180327868852,0.017049180327868854,0.04524590163934426,0.02098360655737705
2017,37,119,002903,2,2023,250001.0,1101.0,1101.0,0.0,0.0,1101.0,0.0,,,1.0,0.0,0.0,0.0
2018,37,119,002903,2,2023,250001.0,1101.0,1101.0,0.0,0.0,1101.0,0.0,,,1.0,0.0,0.0,0.0
2019,37,119,002903,2,2023,250001.0,1101.0,1101.0,0.0,0.0,1101.0,0.0,,,1.0,0.0,0.0,0.0
2020,37,119,002903,2,2023,250001.0,1101.0,1101.0,0.0,0.0,1101.0,0.0,,,1.0,0.0,0.0,0.0
2021,37,119,002903,2,2023,250001.0,1101.0,1101.0,0.0,0.0,1101.0,0.0,,,1.0,0.0,0.0,0.0
2022,37,119,002903,2,2023,250001.0,1101.0,1101.0,0.0,0.0,1101.0,0.0,,,1.0,0.0,0.0,0.0
2023,37,119,002903,2,2023,250001.0,1101.0,1101.0,0.0,0.0,1101.0,0.0,,,1.0,0.0,0.0,0.0
2021,37,119,003106,1,2023,75184.0,2451.0,1031.0,145.0,103.0,2451.0,1438.0,,,0.42064463484292125,0.05915952672378621,0.04202366381068951,0.5866993064055488
2022,37,119,003106,1,2023,75184.0,2451.0,1031.0,145.0,103.0,2451.0,1438.0,,,0.42064463484292125,0.05915952672378621,0.04202366381068951,0.5866993064055488
2023,37,119,003106,1,2023,75184.0,2451.0,1031.0,145.0,103.0,2451.0,1438.0,,,0.42064463484292125,0.05915952672378621,0.04202366381068951,0.5866993064055488
2023,37,119,006013,1,2023,115576.0,1862.0,368.0,1330.0,164.0,1862.0,245.0,,,0.19763694951664876,0.7142857142857143,0.08807733619763695,0.13157894736842105
2018,37,119,003701,1,2023,101000.0,1649.0,1398.0,10.0,119.0,1649.0,18.0,,,0.8477865372953305,0.006064281382656155,0.07216494845360824,0.010915706488781079
2019,37,119,003701,1,2023,101000.0,1649.0,1398.0,10.0,119.0,1649.0,18.0,,,0.8477865372953305,0.006064281382656155,0.07216494845360824,0.010915706488781079
2020,37,119,003701,1,2023,101000.0,1649.0,1398.0,10.0,119.0,1649.0,18.0,,,0.8477865372953305,0.006064281382656155,0.07216494845360824,0.010915706488781079
2021,37,119,003701,1,2023,101000.0,1649.0,1398.0,10.0,119.0,1649.0,18.0,,,0.8477865372953305,0.006064281382656155,0.07216494845360824,0.010915706488781079
2022,37,119,003701,1,2023,101000.0,1649.0,1398.0,10.0,119.0,1649.0,18.0,,,0.8477865372953305,0.006064281382656155,0.07216494845360824,0.010915706488781079
2023,37,119,003701,1,2023,101000.0,1649.0,1398.0,10.0,119.0,1649.0,18.0,,,0.8477865372953305,0.006064281382656155,0.07216494845360824,0.010915706488781079
2015,37,119,002400,1,2023,96217.0,1746.0,1669.0,12.0,33.0,1746.0,117.0,,,0.9558991981672395,0.006872852233676976,0.018900343642611683,0.06701030927835051
2016,37,119,002400,1,2023,96217.0,1746.0,1669.0,12.0,33.0,1746.0,117.0,,,0.9558991981672395,0.006872852233676976,0.018900343642611683,0.06701030927835051
2017,37,119,002400,1,2023,96217.0,1746.0,1669.0,12.0,33.0,1746.0,117.0,,,0.9558991981672395,0.006872852233676976,0.018900343642611683,0.06701030927835051
2018,37,119,002400,1,2023,96217.0,1746.0,1669.0,12.0,33.0,1746.0,117.0,,,0.9558991981672395,0.006872852233676976,0.018900343642611683,0.06701030927835051
2019,37,119,002400,1,2023,96217.0,1746.0,1669.0,12.0,33.0,1746.0,117.0,,,0.9558991981672395,0.006872852233676976,0.018900343642611683,0.06701030927835051
2020,37,119,002400,1,2023,96217.0,1746.0,1669.0,12.0,33.0,1746.0,117.0,,,0.9558991981672395,0.006872852233676976,0.018900343642611683,0.06701030927835051
2021,37,119,002400,1,2023,96217.0,1746.0,1669.0,12.0,33.0,1746.0,117.0,,,0.9558991981672395,0.006872852233676976,0.018900343642611683,0.06701030927835051
2022,37,119,002400,1,2023,96217.0,1746.0,1669.0,12.0,33.0,1746.0,117.0,,,0.9558991981672395,0.006872852233676976,0.018900343642611683,0.06701030927835051
2023,37,119,002400,1,2023,96217.0,1746.0,1669.0,12.0,33.0,1746.0,117.0,,,0.9558991981672395,0.006872852233676976,0.018900343642611683,0.06701030927835051
2021,37,119,000102,2,2023,129868.0,1393.0,853.0,150.0,138.0,1393.0,111.0,,,0.6123474515434314,0.10768126346015794,0.0990667623833453,0.07968413496051686
2022,37,119,000102,2,2023,129868.0,1393.0,853.0,150.0,138.0,1393.0,111.0,,,0.6123474515434314,0.10768126346015794,0.0990667623833453,0.07968413496051686
2015,37,119,003022,1,2023,116250.0,1298.0,1138.0,35.0,49.0,1298.0,19.0,,,0.8767334360554699,0.026964560862865947,0.03775038520801233,0.014637904468412942
2016,37,119,003022,1,2023,116250.0,1298.0,1138.0,35.0,49.0,1298.0,19.0,,,0.8767334360554699,0.026964560862865947,0.03775038520801233,0.014637904468412942
2017,37,119,003022,1,2023,116250.0,1298.0,1138.0,35.0,49.0,1298.0,19.0,,,0.8767334360554699,0.026964560862865947,0.03775038520801233,0.014637904468412942
2023,37,119,001400,2,2023,102639.0,2141.0,1479.0,401.0,23.0,2141.0,170.0,,,0.6907986921999066,0.187295656235404,0.010742643624474545,0.07940214852872489
2019,37,119,003600,2,2023,100777.0,1319.0,800.0,312.0,74.0,1319.0,143.0,,,0.6065200909780136,0.23654283548142532,0.056103108415466264,0.10841546626231995
2020,37,119,003600,2,2023,100777.0,1319.0,800.0,312.0,74.0,1319.0,143.0,,,0.6065200909780136,0.23654283548142532,0.056103108415466264,0.10841546626231995
2021,37,119,003600,2,2023,100777.0,1319.0,800.0,312.0,74.0,1319.0,143.0,,,0.6065200909780136,0.23654283548142532,0.056103108415466264,0.10841546626231995
2022,37,119,003600,2,2023,100777.0,1319.0,800.0,312.0,74.0,1319.0,143.0,,,0.6065200909780136,0.23654283548142532,0.056103108415466264,0.10841546626231995
2023,37,119,003600,2,2023,100777.0,1319.0,800.0,312.0,74.0,1319.0,143.0,,,0.6065200909780136,0.23654283548142532,0.056103108415466264,0.10841546626231995
2015,37,119,002905,2,2023,141985.0,1630.0,1488.0,47.0,38.0,1630.0,68.0,,,0.912883435582822,0.02883435582822086,0.023312883435582823,0.04171779141104295
2016,37,119,002905,2,2023,141985.0,1630.0,1488.0,47.0,38.0,1630.0,68.0,,,0.912883435582822,0.02883435582822086,0.023312883435582823,0.04171779141104295
2017,37,119,002905,2,2023,141985.0,1630.0,1488.0,47.0,38.0,1630.0,68.0,,,0.912883435582822,0.02883435582822086,0.023312883435582823,0.04171779141104295
2018,37,119,002905,2,2023,141985.0,1630.0,1488.0,47.0,38.0,1630.0,68.0,,,0.912883435582822,0.02883435582822086,0.023312883435582823,0.04171779141104295
2019,37,119,002905,2,2023,141985.0,1630.0,1488.0,47.0,38.0,1630.0,68.0,,,0.912883435582822,0.02883435582822086,0.023312883435582823,0.04171779141104295
2020,37,119,002905,2,2023,141985.0,1630.0,1488.0,47.0,38.0,1630.0,68.0,,,0.912883435582822,0.02883435582822086,0.023312883435582823,0.04171779141104295
2021,37,119,002905,2,2023,141985.0,1630.0,1488.0,47.0,38.0,1630.0,68.0,,,0.912883435582822,0.02883435582822086,0.023312883435582823,0.04171779141104295
2022,37,119,002905,2,2023,141985.0,1630.0,1488.0,47.0,38.0,1630.0,68.0,,,0.912883435582822,0.02883435582822086,0.023312883435582823,0.04171779141104295
2023,37,119,002905,2,2023,141985.0,1630.0,1488.0,47.0,38.0,1630.0,68.0,,,0.912883435582822,0.02883435582822086,0.023312883435582823,0.04171779141104295
2015,37,119,005815,2,2023,92045.0,731.0,634.0,8.0,18.0,731.0,26.0,,,0.8673050615595075,0.01094391244870041,0.024623803009575923,0.03556771545827633
2016,37,119,005815,2,2023,92045.0,731.0,634.0,8.0,18.0,731.0,26.0,,,0.8673050615595075,0.01094391244870041,0.024623803009575923,0.03556771545827633
2017,37,119,005815,2,2023,92045.0,731.0,634.0,8.0,18.0,731.0,26.0,,,0.8673050615595075,0.01094391244870041,0.024623803009575923,0.03556771545827633
2018,37,119,005815,2,2023,92045.0,731.0,634.0,8.0,18.0,731.0,26.0,,,0.8673050615595075,0.01094391244870041,0.024623803009575923,0.03556771545827633
2019,37,119,005815,2,2023,92045.0,731.0,634.0,8.0,18.0,731.0,26.0,,,0.8673050615595075,0.01094391244870041,0.024623803009575923,0.03556771545827633
2020,37,119,005815,2,2023,92045.0,731.0,634.0,8.0,18.0,731.0,26.0,,,0.8673050615595075,0.01094391244870041,0.024623803009575923,0.03556771545827633
2021,37,119,005815,2,2023,92045.0,731.0,634.0,8.0,18.0,731.0,26.0,,,0.8673050615595075,0.01094391244870041,0.024623803009575923,0.03556771545827633
2022,37,119,005815,2,2023,92045.0,731.0,634.0,8.0,18.0,731.0,26.0,,,0.8673050615595075,0.01094391244870041,0.024623803009575923,0.03556771545827633
2023,37,119,005815,2,2023,92045.0,731.0,634.0,8.0,18.0,731.0,26.0,,,0.8673050615595075,0.01094391244870041,0.024623803009575923,0.03556771545827633
2015,37,119,002907,2,2023,126989.0,1746.0,1342.0,66.0,48.0,1746.0,169.0,,,0.7686139747995419,0.037800687285223365,0.027491408934707903,0.09679266895761741
2016,37,119,002907,2,2023,126989.0,1746.0,1342.0,66.0,48.0,1746.0,169.0,,,0.7686139747995419,0.037800687285223365,0.027491408934707903,0.09679266895761741
2017,37,119,002907,2,2023,126989.0,1746.0,1342.0,66.0,48.0,1746.0,169.0,,,0.7686139747995419,0.037800687285223365,0.027491408934707903,0.09679266895761741
2018,37,119,002907,2,2023,126989.0,1746.0,1342.0,66.0,48.0,1746.0,169.0,,,0.7686139747995419,0.037800687285223365,0.027491408934707903,0.09679266895761741
2019,37,119,002907,2,2023,126989.0,1746.0,1342.0,66.0,48.0,1746.0,169.0,,,0.7686139747995419,0.037800687285223365,0.027491408934707903,0.09679266895761741
2020,37,119,002907,2,2023,126989.0,1746.0,1342.0,66.0,48.0,1746.0,169.0,,,0.7686139747995419,0.037800687285223365,0.027491408934707903,0.09679266895761741
2021,37,119,002907,2,2023,126989.0,1746.0,1342.0,66.0,48.0,1746.0,169.0,,,0.7686139747995419,0.037800687285223365,0.027491408934707903,0.09679266895761741
2022,37,119,002907,2,2023,126989.0,1746.0,1342.0,66.0,48.0,1746.0,169.0,,,0.7686139747995419,0.037800687285223365,0.027491408934707903,0.09679266895761741
2023,37,119,002907,2,2023,126989.0,1746.0,1342.0,66.0,48.0,1746.0,169.0,,,0.7686139747995419,0.037800687285223365,0.027491408934707903,0.09679266895761741
2021,37,119,005866,3,2023,61638.0,514.0,97.0,40.0,222.0,514.0,108.0,,,0.188715953307393,0.07782101167315175,0.43190661478599224,0.21011673151750973
2022,37,119,005866,3,2023,61638.0,514.0,97.0,40.0,222.0,514.0,108.0,,,0.188715953307393,0.07782101167315175,0.43190661478599224,0.21011673151750973
2023,37,119,005866,3,2023,61638.0,514.0,97.0,40.0,222.0,514.0,108.0,,,0.188715953307393,0.07782101167315175,0.43190661478599224,0.21011673151750973
2015,37,119,001801,3,2023,33000.0,596.0,325.0,254.0,0.0,596.0,6.0,,,0.5453020134228188,0.4261744966442953,0.0,0.010067114093959731
2016,37,119,001801,3,2023,33000.0,596.0,325.0,254.0,0.0,596.0,6.0,,,0.5453020134228188,0.4261744966442953,0.0,0.010067114093959731
2017,37,119,001801,3,2023,33000.0,596.0,325.0,254.0,0.0,596.0,6.0,,,0.5453020134228188,0.4261744966442953,0.0,0.010067114093959731
2018,37,119,001801,3,2023,33000.0,596.0,325.0,254.0,0.0,596.0,6.0,,,0.5453020134228188,0.4261744966442953,0.0,0.010067114093959731
2019,37,119,001801,3,2023,33000.0,596.0,325.0,254.0,0.0,596.0,6.0,,,0.5453020134228188,0.4261744966442953,0.0,0.010067114093959731
2020,37,119,001801,3,2023,33000.0,596.0,325.0,254.0,0.0,596.0,6.0,,,0.5453020134228188,0.4261744966442953,0.0,0.010067114093959731
2021,37,119,001801,3,2023,33000.0,596.0,325.0,254.0,0.0,596.0,6.0,,,0.5453020134228188,0.4261744966442953,0.0,0.010067114093959731
2022,37,119,001801,3,2023,33000.0,596.0,325.0,254.0,0.0,596.0,6.0,,,0.5453020134228188,0.4261744966442953,0.0,0.010067114093959731
2023,37,119,001801,3,2023,33000.0,596.0,325.0,254.0,0.0,596.0,6.0,,,0.5453020134228188,0.4261744966442953,0.0,0.010067114093959731
2015,37,119,003201,2,2023,76302.0,1559.0,905.0,136.0,0.0,1559.0,441.0,,,0.5805003207184093,0.08723540731237973,0.0,0.28287363694676076
2016,37,119,003201,2,2023,76302.0,1559.0,905.0,136.0,0.0,1559.0,441.0,,,0.5805003207184093,0.08723540731237973,0.0,0.28287363694676076
2017,37,119,003201,2,2023,76302.0,1559.0,905.0,136.0,0.0,1559.0,441.0,,,0.5805003207184093,0.08723540731237973,0.0,0.28287363694676076
2018,37,119,003201,2,2023,76302.0,1559.0,905.0,136.0,0.0,1559.0,441.0,,,0.5805003207184093,0.08723540731237973,0.0,0.28287363694676076
2019,37,119,003201,2,2023,76302.0,1559.0,905.0,136.0,0.0,1559.0,441.0,,,0.5805003207184093,0.08723540731237973,0.0,0.28287363694676076
2020,37,119,003201,2,2023,76302.0,1559.0,905.0,136.0,0.0,1559.0,441.0,,,0.5805003207184093,0.08723540731237973,0.0,0.28287363694676076
2021,37,119,003201,2,2023,76302.0,1559.0,905.0,136.0,0.0,1559.0,441.0,,,0.5805003207184093,0.08723540731237973,0.0,0.28287363694676076
2022,37,119,003201,2,2023,76302.0,1559.0,905.0,136.0,0.0,1559.0,441.0,,,0.5805003207184093,0.08723540731237973,0.0,0.28287363694676076
2023,37,119,003201,2,2023,76302.0,1559.0,905.0,136.0,0.0,1559.0,441.0,,,0.5805003207184093,0.08723540731237973,0.0,0.28287363694676076
2023,37,119,003302,2,2023,175625.0,921.0,760.0,12.0,35.0,921.0,11.0,,,0.8251900108577633,0.013029315960912053,0.038002171552660155,0.011943539630836048
2015,37,119,000700,1,2023,86250.0,670.0,483.0,90.0,43.0,670.0,7.0,,,0.7208955223880597,0.13432835820895522,0.06417910447761194,0.010447761194029851
2016,37,119,000700,1,2023,86250.0,670.0,483.0,90.0,43.0,670.0,7.0,,,0.7208955223880597,0.13432835820895522,0.06417910447761194,0.010447761194029851
2017,37,119,000700,1,2023,86250.0,670.0,483.0,90.0,43.0,670.0,7.0,,,0.7208955223880597,0.13432835820895522,0.06417910447761194,0.010447761194029851
2018,37,119,000700,1,2023,86250.0,670.0,483.0,90.0,43.0,670.0,7.0,,,0.7208955223880597,0.13432835820895522,0.06417910447761194,0.010447761194029851
2019,37,119,000700,1,2023,86250.0,670.0,483.0,90.0,43.0,670.0,7.0,,,0.7208955223880597,0.13432835820895522,0.06417910447761194,0.010447761194029851
2020,37,119,000700,1,2023,86250.0,670.0,483.0,90.0,43.0,670.0,7.0,,,0.7208955223880597,0.13432835820895522,0.06417910447761194,0.010447761194029851
2021,37,119,000700,1,2023,86250.0,670.0,483.0,90.0,43.0,670.0,7.0,,,0.7208955223880597,0.13432835820895522,0.06417910447761194,0.010447761194029851
2022,37,119,000700,1,2023,86250.0,670.0,483.0,90.0,43.0,670.0,7.0,,,0.7208955223880597,0.13432835820895522,0.06417910447761194,0.010447761194029851
2023,37,119,000700,1,2023,86250.0,670.0,483.0,90.0,43.0,670.0,7.0,,,0.7208955223880597,0.13432835820895522,0.06417910447761194,0.010447761194029851
2020,37,119,002910,2,2023,98828.0,1132.0,667.0,57.0,38.0,1132.0,84.0,,,0.5892226148409894,0.05035335689045936,0.03356890459363958,0.07420494699646643
2021,37,119,002910,2,2023,98828.0,1132.0,667.0,57.0,38.0,1132.0,84.0,,,0.5892226148409894,0.05035335689045936,0.03356890459363958,0.07420494699646643
2022,37,119,002910,2,2023,98828.0,1132.0,667.0,57.0,38.0,1132.0,84.0,,,0.5892226148409894,0.05035335689045936,0.03356890459363958,0.07420494699646643
2023,37,119,002910,2,2023,98828.0,1132.0,667.0,57.0,38.0,1132.0,84.0,,,0.5892226148409894,0.05035335689045936,0.03356890459363958,0.07420494699646643
2021,37,119,005866,2,2023,57019.0,2014.0,545.0,858.0,0.0,2014.0,482.0,,,0.27060575968222444,0.4260178748758689,0.0,0.23932472691161866
2022,37,119,005866,2,2023,57019.0,2014.0,545.0,858.0,0.0,2014.0,482.0,,,0.27060575968222444,0.4260178748758689,0.0,0.23932472691161866
2023,37,119,005866,2,2023,57019.0,2014.0,545.0,858.0,0.0,2014.0,482.0,,,0.27060575968222444,0.4260178748758689,0.0,0.23932472691161866
2015,37,119,005866,2,2023,57019.0,2014.0,545.0,858.0,0.0,2014.0,482.0,,,0.27060575968222444,0.4260178748758689,0.0,0.23932472691161866
2016,37,119,005866,2,2023,57019.0,2014.0,545.0,858.0,0.0,2014.0,482.0,,,0.27060575968222444,0.4260178748758689,0.0,0.23932472691161866
2017,37,119,005866,2,2023,57019.0,2014.0,545.0,858.0,0.0,2014.0,482.0,,,0.27060575968222444,0.4260178748758689,0.0,0.23932472691161866
2018,37,119,005866,2,2023,57019.0,2014.0,545.0,858.0,0.0,2014.0,482.0,,,0.27060575968222444,0.4260178748758689,0.0,0.23932472691161866
2019,37,119,005866,2,2023,57019.0,2014.0,545.0,858.0,0.0,2014.0,482.0,,,0.27060575968222444,0.4260178748758689,0.0,0.23932472691161866
2020,37,119,005866,2,2023,57019.0,2014.0,545.0,858.0,0.0,2014.0,482.0,,,0.27060575968222444,0.4260178748758689,0.0,0.23932472691161866
2023,37,119,005854,1,2023,126684.0,3104.0,653.0,494.0,763.0,3104.0,663.0,,,0.2103737113402062,0.15914948453608246,0.24581185567010308,0.21359536082474226
2017,37,119,005866,3,2023,61638.0,514.0,97.0,40.0,222.0,514.0,108.0,,,0.188715953307393,0.07782101167315175,0.43190661478599224,0.21011673151750973
2018,37,119,005866,3,2023,61638.0,514.0,97.0,40.0,222.0,514.0,108.0,,,0.188715953307393,0.07782101167315175,0.43190661478599224,0.21011673151750973
2019,37,119,005866,3,2023,61638.0,514.0,97.0,40.0,222.0,514.0,108.0,,,0.188715953307393,0.07782101167315175,0.43190661478599224,0.21011673151750973
2020,37,119,005866,3,2023,61638.0,514.0,97.0,40.0,222.0,514.0,108.0,,,0.188715953307393,0.07782101167315175,0.43190661478599224,0.21011673151750973
2023,37,119,005916,2,2023,44250.0,1436.0,423.0,748.0,0.0,1436.0,642.0,,,0.2945682451253482,0.520891364902507,0.0,0.44707520891364905
2023,37,119,000302,2,2023,48056.0,513.0,129.0,159.0,0.0,513.0,109.0,,,0.25146198830409355,0.30994152046783624,0.0,0.2124756335282651
2023,37,119,005623,2,2023,48728.0,2033.0,569.0,1343.0,0.0,2033.0,50.0,,,0.27988194786030496,0.6606000983767831,0.0,0.02459419576979833
2015,37,119,003805,1,2023,101849.0,1561.0,950.0,258.0,161.0,1561.0,21.0,,,0.6085842408712364,0.16527866752082,0.1031390134529148,0.013452914798206279
2016,37,119,003805,1,2023,101849.0,1561.0,950.0,258.0,161.0,1561.0,21.0,,,0.6085842408712364,0.16527866752082,0.1031390134529148,0.013452914798206279
2017,37,119,003805,1,2023,101849.0,1561.0,950.0,258.0,161.0,1561.0,21.0,,,0.6085842408712364,0.16527866752082,0.1031390134529148,0.013452914798206279
2018,37,119,003805,1,2023,101849.0,1561.0,950.0,258.0,161.0,1561.0,21.0,,,0.6085842408712364,0.16527866752082,0.1031390134529148,0.013452914798206279
2019,37,119,003805,1,2023,101849.0,1561.0,950.0,258.0,161.0,1561.0,21.0,,,0.6085842408712364,0.16527866752082,0.1031390134529148,0.013452914798206279
2020,37,119,003805,1,2023,101849.0,1561.0,950.0,258.0,161.0,1561.0,21.0,,,0.6085842408712364,0.16527866752082,0.1031390134529148,0.013452914798206279
2021,37,119,003805,1,2023,101849.0,1561.0,950.0,258.0,161.0,1561.0,21.0,,,0.6085842408712364,0.16527866752082,0.1031390134529148,0.013452914798206279
2022,37,119,003805,1,2023,101849.0,1561.0,950.0,258.0,161.0,1561.0,21.0,,,0.6085842408712364,0.16527866752082,0.1031390134529148,0.013452914798206279
2023,37,119,003805,1,2023,101849.0,1561.0,950.0,258.0,161.0,1561.0,21.0,,,0.6085842408712364,0.16527866752082,0.1031390134529148,0.013452914798206279
2019,37,119,005534,1,2023,16571.0,700.0,490.0,18.0,32.0,700.0,144.0,,,0.7,0.025714285714285714,0.045714285714285714,0.2057142857142857
2020,37,119,005534,1,2023,16571.0,700.0,490.0,18.0,32.0,700.0,144.0,,,0.7,0.025714285714285714,0.045714285714285714,0.2057142857142857
2021,37,119,005534,1,2023,16571.0,700.0,490.0,18.0,32.0,700.0,144.0,,,0.7,0.025714285714285714,0.045714285714285714,0.2057142857142857
2023,37,119,000700,2,2023,89659.0,1823.0,669.0,863.0,51.0,1823.0,200.0,,,0.36697750959956116,0.47339550191991225,0.027975863960504662,0.10970927043335162
2023,37,119,002500,1,2023,117458.0,1515.0,1252.0,148.0,51.0,1515.0,115.0,,,0.8264026402640264,0.09768976897689768,0.033663366336633666,0.07590759075907591
2017,37,119,000502,1,2023,90463.0,1569.0,981.0,144.0,225.0,1569.0,261.0,,,0.6252390057361377,0.09177820267686425,0.14340344168260039,0.16634799235181644
2018,37,119,000502,1,2023,90463.0,1569.0,981.0,144.0,225.0,1569.0,261.0,,,0.6252390057361377,0.09177820267686425,0.14340344168260039,0.16634799235181644
2019,37,119,000502,1,2023,90463.0,1569.0,981.0,144.0,225.0,1569.0,261.0,,,0.6252390057361377,0.09177820267686425,0.14340344168260039,0.16634799235181644
2020,37,119,000502,1,2023,90463.0,1569.0,981.0,144.0,225.0,1569.0,261.0,,,0.6252390057361377,0.09177820267686425,0.14340344168260039,0.16634799235181644
2021,37,119,000502,1,2023,90463.0,1569.0,981.0,144.0,225.0,1569.0,261.0,,,0.6252390057361377,0.09177820267686425,0.14340344168260039,0.16634799235181644
2022,37,119,000502,1,2023,90463.0,1569.0,981.0,144.0,225.0,1569.0,261.0,,,0.6252390057361377,0.09177820267686425,0.14340344168260039,0.16634799235181644
2023,37,119,000502,1,2023,90463.0,1569.0,981.0,144.0,225.0,1569.0,261.0,,,0.6252390057361377,0.09177820267686425,0.14340344168260039,0.16634799235181644
2022,37,119,005846,1,2023,230822.0,1550.0,1356.0,67.0,57.0,1550.0,25.0,,,0.8748387096774194,0.043225806451612905,0.036774193548387096,0.016129032258064516
2023,37,119,005846,1,2023,230822.0,1550.0,1356.0,67.0,57.0,1550.0,25.0,,,0.8748387096774194,0.043225806451612905,0.036774193548387096,0.016129032258064516
2015,37,119,005536,3,2023,69453.0,1754.0,675.0,796.0,142.0,1754.0,108.0,,,0.3848346636259977,0.45381984036488027,0.08095781071835804,0.06157354618015964
2016,37,119,005536,3,2023,69453.0,1754.0,675.0,796.0,142.0,1754.0,108.0,,,0.3848346636259977,0.45381984036488027,0.08095781071835804,0.06157354618015964
2017,37,119,005536,3,2023,69453.0,1754.0,675.0,796.0,142.0,1754.0,108.0,,,0.3848346636259977,0.45381984036488027,0.08095781071835804,0.06157354618015964
2018,37,119,005536,3,2023,69453.0,1754.0,675.0,796.0,142.0,1754.0,108.0,,,0.3848346636259977,0.45381984036488027,0.08095781071835804,0.06157354618015964
2023,37,119,003802,2,2023,29265.0,1225.0,54.0,904.0,101.0,1225.0,131.0,,,0.044081632653061226,0.7379591836734694,0.08244897959183674,0.10693877551020409
2023,37,119,004600,2,2023,34568.0,1449.0,16.0,1358.0,0.0,1449.0,75.0,,,0.011042097998619738,0.9371980676328503,0.0,0.051759834368530024
2016,37,119,005855,3,2023,76429.0,1489.0,888.0,205.0,169.0,1489.0,235.0,,,0.5963734049697784,0.13767629281396912,0.1134989926124916,0.15782404298186703
