acs_year,state_fips,county_fips,tract,block_group,acs_data_year,median_income,total_pop,white,black,asian,total_pop_hispanic_table,hispanic,under_18,over_65,pct_white,pct_black,pct_asian,pct_hispanic
2020,37,119,001608,1,2023,56477.0,2451.0,719.0,684.0,42.0,2451.0,1320.0,,,0.2933496532027744,0.27906976744186046,0.017135862913096694,0.5385556915544676
2021,37,119,001608,1,2023,56477.0,2451.0,719.0,684.0,42.0,2451.0,1320.0,,,0.2933496532027744,0.27906976744186046,0.017135862913096694,0.5385556915544676
2022,37,119,001608,1,2023,56477.0,2451.0,719.0,684.0,42.0,2451.0,1320.0,,,0.2933496532027744,0.27906976744186046,0.017135862913096694,0.5385556915544676
2023,37,119,001608,1,2023,56477.0,2451.0,719.0,684.0,42.0,2451.0,1320.0,,,0.2933496532027744,0.27906976744186046,0.017135862913096694,0.5385556915544676
2023,37,119,001802,2,2023,77750.0,1853.0,1385.0,125.0,54.0,1853.0,228.0,,,0.747436589314625,0.06745817593092283,0.02914193200215866,0.12304371289800324
2016,37,119,003702,2,2023,-666666666.0,984.0,35.0,904.0,0.0,984.0,0.0,,,0.03556910569105691,0.9186991869918699,0.0,0.0
2018,37,119,003702,2,2023,-666666666.0,984.0,35.0,904.0,0.0,984.0,0.0,,,0.03556910569105691,0.9186991869918699,0.0,0.0
2019,37,119,003702,2,2023,-666666666.0,984.0,35.0,904.0,0.0,984.0,0.0,,,0.03556910569105691,0.9186991869918699,0.0,0.0
2020,37,119,003702,2,2023,-666666666.0,984.0,35.0,904.0,0.0,984.0,0.0,,,0.03556910569105691,0.9186991869918699,0.0,0.0
2021,37,119,003702,2,2023,-666666666.0,984.0,35.0,904.0,0.0,984.0,0.0,,,0.03556910569105691,0.9186991869918699,0.0,0.0
2022,37,119,003702,2,2023,-666666666.0,984.0,35.0,904.0,0.0,984.0,0.0,,,0.03556910569105691,0.9186991869918699,0.0,0.0
2023,37,119,003702,2,2023,-666666666.0,984.0,35.0,904.0,0.0,984.0,0.0,,,0.03556910569105691,0.9186991869918699,0.0,0.0
2015,37,119,005535,1,2023,88854.0,775.0,219.0,93.0,376.0,775.0,74.0,,,0.28258064516129033,0.12,0.48516129032258065,0.09548387096774194
2016,37,119,005535,1,2023,88854.0,775.0,219.0,93.0,376.0,775.0,74.0,,,0.28258064516129033,0.12,0.48516129032258065,0.09548387096774194
2017,37,119,005535,1,2023,88854.0,775.0,219.0,93.0,376.0,775.0,74.0,,,0.28258064516129033,0.12,0.48516129032258065,0.09548387096774194
2018,37,119,005535,1,2023,88854.0,775.0,219.0,93.0,376.0,775.0,74.0,,,0.28258064516129033,0.12,0.48516129032258065,0.09548387096774194
2019,37,119,005535,1,2023,88854.0,775.0,219.0,93.0,376.0,775.0,74.0,,,0.28258064516129033,0.12,0.48516129032258065,0.09548387096774194
2020,37,119,005535,1,2023,88854.0,775.0,219.0,93.0,376.0,775.0,74.0,,,0.28258064516129033,0.12,0.48516129032258065,0.09548387096774194
2021,37,119,005535,1,2023,88854.0,775.0,219.0,93.0,376.0,775.0,74.0,,,0.28258064516129033,0.12,0.48516129032258065,0.09548387096774194
2022,37,119,005535,1,2023,88854.0,775.0,219.0,93.0,376.0,775.0,74.0,,,0.28258064516129033,0.12,0.48516129032258065,0.09548387096774194
2023,37,119,005535,1,2023,88854.0,775.0,219.0,93.0,376.0,775.0,74.0,,,0.28258064516129033,0.12,0.48516129032258065,0.09548387096774194
2023,37,119,001927,1,2023,41402.0,1013.0,76.0,386.0,0.0,1013.0,551.0,,,0.07502467917077986,0.3810463968410661,0.0,0.543928923988154
2023,37,119,004306,1,2023,45365.0,1013.0,134.0,598.0,92.0,1013.0,147.0,,,0.13228035538005922,0.5903257650542941,0.09081934846989141,0.14511352418558737
2019,37,119,006005,1,2023,66810.0,1172.0,332.0,440.0,76.0,1172.0,262.0,,,0.2832764505119454,0.37542662116040953,0.06484641638225255,0.2235494880546075
2020,37,119,006005,1,2023,66810.0,1172.0,332.0,440.0,76.0,1172.0,262.0,,,0.2832764505119454,0.37542662116040953,0.06484641638225255,0.2235494880546075
2021,37,119,006005,1,2023,66810.0,1172.0,332.0,440.0,76.0,1172.0,262.0,,,0.2832764505119454,0.37542662116040953,0.06484641638225255,0.2235494880546075
2022,37,119,006005,1,2023,66810.0,1172.0,332.0,440.0,76.0,1172.0,262.0,,,0.2832764505119454,0.37542662116040953,0.06484641638225255,0.2235494880546075
2023,37,119,006005,1,2023,66810.0,1172.0,332.0,440.0,76.0,1172.0,262.0,,,0.2832764505119454,0.37542662116040953,0.06484641638225255,0.2235494880546075
2023,37,119,004200,2,2023,-666666666.0,610.0,143.0,423.0,0.0,610.0,4.0,,,0.23442622950819672,0.6934426229508197,0.0,0.006557377049180328
2015,37,119,002300,1,2023,22594.0,356.0,29.0,267.0,23.0,356.0,58.0,,,0.08146067415730338,0.75,0.06460674157303371,0.16292134831460675
2016,37,119,002300,1,2023,22594.0,356.0,29.0,267.0,23.0,356.0,58.0,,,0.08146067415730338,0.75,0.06460674157303371,0.16292134831460675
2017,37,119,002300,1,2023,22594.0,356.0,29.0,267.0,23.0,356.0,58.0,,,0.08146067415730338,0.75,0.06460674157303371,0.16292134831460675
2018,37,119,002300,1,2023,22594.0,356.0,29.0,267.0,23.0,356.0,58.0,,,0.08146067415730338,0.75,0.06460674157303371,0.16292134831460675
2019,37,119,002300,1,2023,22594.0,356.0,29.0,267.0,23.0,356.0,58.0,,,0.08146067415730338,0.75,0.06460674157303371,0.16292134831460675
2020,37,119,002300,1,2023,22594.0,356.0,29.0,267.0,23.0,356.0,58.0,,,0.08146067415730338,0.75,0.06460674157303371,0.16292134831460675
2021,37,119,002300,1,2023,22594.0,356.0,29.0,267.0,23.0,356.0,58.0,,,0.08146067415730338,0.75,0.06460674157303371,0.16292134831460675
2022,37,119,002300,1,2023,22594.0,356.0,29.0,267.0,23.0,356.0,58.0,,,0.08146067415730338,0.75,0.06460674157303371,0.16292134831460675
2023,37,119,002300,1,2023,22594.0,356.0,29.0,267.0,23.0,356.0,58.0,,,0.08146067415730338,0.75,0.06460674157303371,0.16292134831460675
2023,37,019,020512,1,2023,105096.0,325.0,289.0,30.0,0.0,325.0,6.0,,,0.8892307692307693,0.09230769230769231,0.0,0.018461538461538463
2021,37,019,020512,1,2023,105096.0,325.0,289.0,30.0,0.0,325.0,6.0,,,0.8892307692307693,0.09230769230769231,0.0,0.018461538461538463
2022,37,019,020512,1,2023,105096.0,325.0,289.0,30.0,0.0,325.0,6.0,,,0.8892307692307693,0.09230769230769231,0.0,0.018461538461538463
2015,37,119,003110,1,2023,108750.0,2196.0,1859.0,0.0,43.0,2196.0,220.0,,,0.8465391621129326,0.0,0.019581056466302368,0.10018214936247723
2015,37,119,005512,1,2023,57997.0,1178.0,92.0,983.0,14.0,1178.0,103.0,,,0.07809847198641766,0.83446519524618,0.011884550084889643,0.08743633276740238
2016,37,119,005512,1,2023,57997.0,1178.0,92.0,983.0,14.0,1178.0,103.0,,,0.07809847198641766,0.83446519524618,0.011884550084889643,0.08743633276740238
2017,37,119,005512,1,2023,57997.0,1178.0,92.0,983.0,14.0,1178.0,103.0,,,0.07809847198641766,0.83446519524618,0.011884550084889643,0.08743633276740238
2018,37,119,005512,1,2023,57997.0,1178.0,92.0,983.0,14.0,1178.0,103.0,,,0.07809847198641766,0.83446519524618,0.011884550084889643,0.08743633276740238
2019,37,119,005512,1,2023,57997.0,1178.0,92.0,983.0,14.0,1178.0,103.0,,,0.07809847198641766,0.83446519524618,0.011884550084889643,0.08743633276740238
2020,37,119,005512,1,2023,57997.0,1178.0,92.0,983.0,14.0,1178.0,103.0,,,0.07809847198641766,0.83446519524618,0.011884550084889643,0.08743633276740238
2021,37,119,005512,1,2023,57997.0,1178.0,92.0,983.0,14.0,1178.0,103.0,,,0.07809847198641766,0.83446519524618,0.011884550084889643,0.08743633276740238
2022,37,119,005512,1,2023,57997.0,1178.0,92.0,983.0,14.0,1178.0,103.0,,,0.07809847198641766,0.83446519524618,0.011884550084889643,0.08743633276740238
2023,37,119,005512,1,2023,57997.0,1178.0,92.0,983.0,14.0,1178.0,103.0,,,0.07809847198641766,0.83446519524618,0.011884550084889643,0.08743633276740238
2015,37,119,000102,2,2023,129868.0,1393.0,853.0,150.0,138.0,1393.0,111.0,,,0.6123474515434314,0.10768126346015794,0.0990667623833453,0.07968413496051686
2016,37,119,000102,2,2023,129868.0,1393.0,853.0,150.0,138.0,1393.0,111.0,,,0.6123474515434314,0.10768126346015794,0.0990667623833453,0.07968413496051686
2017,37,119,000102,2,2023,129868.0,1393.0,853.0,150.0,138.0,1393.0,111.0,,,0.6123474515434314,0.10768126346015794,0.0990667623833453,0.07968413496051686
2018,37,119,000102,2,2023,129868.0,1393.0,853.0,150.0,138.0,1393.0,111.0,,,0.6123474515434314,0.10768126346015794,0.0990667623833453,0.07968413496051686
2019,37,119,000102,2,2023,129868.0,1393.0,853.0,150.0,138.0,1393.0,111.0,,,0.6123474515434314,0.10768126346015794,0.0990667623833453,0.07968413496051686
2020,37,119,000102,2,2023,129868.0,1393.0,853.0,150.0,138.0,1393.0,111.0,,,0.6123474515434314,0.10768126346015794,0.0990667623833453,0.07968413496051686
2015,37,119,001607,1,2023,42625.0,2694.0,524.0,1316.0,0.0,2694.0,951.0,,,0.1945063103192279,0.4884929472902747,0.0,0.3530066815144766
2016,37,119,001607,1,2023,42625.0,2694.0,524.0,1316.0,0.0,2694.0,951.0,,,0.1945063103192279,0.4884929472902747,0.0,0.3530066815144766
2017,37,119,001607,1,2023,42625.0,2694.0,524.0,1316.0,0.0,2694.0,951.0,,,0.1945063103192279,0.4884929472902747,0.0,0.3530066815144766
2018,37,119,001607,1,2023,42625.0,2694.0,524.0,1316.0,0.0,2694.0,951.0,,,0.1945063103192279,0.4884929472902747,0.0,0.3530066815144766
2019,37,119,001607,1,2023,42625.0,2694.0,524.0,1316.0,0.0,2694.0,951.0,,,0.1945063103192279,0.4884929472902747,0.0,0.3530066815144766
2020,37,119,001607,1,2023,42625.0,2694.0,524.0,1316.0,0.0,2694.0,951.0,,,0.1945063103192279,0.4884929472902747,0.0,0.3530066815144766
2021,37,119,001607,1,2023,42625.0,2694.0,524.0,1316.0,0.0,2694.0,951.0,,,0.1945063103192279,0.4884929472902747,0.0,0.3530066815144766
2022,37,119,001607,1,2023,42625.0,2694.0,524.0,1316.0,0.0,2694.0,951.0,,,0.1945063103192279,0.4884929472902747,0.0,0.3530066815144766
2023,37,119,004400,3,2023,64766.0,1566.0,296.0,1088.0,28.0,1566.0,169.0,,,0.18901660280970625,0.6947637292464879,0.017879948914431672,0.10791826309067688
2019,37,119,005855,1,2023,124583.0,1944.0,1161.0,62.0,319.0,1944.0,484.0,,,0.5972222222222222,0.03189300411522634,0.1640946502057613,0.24897119341563786
2020,37,119,005855,1,2023,124583.0,1944.0,1161.0,62.0,319.0,1944.0,484.0,,,0.5972222222222222,0.03189300411522634,0.1640946502057613,0.24897119341563786
2020,37,119,005710,1,2023,92877.0,2087.0,1233.0,352.0,193.0,2087.0,596.0,,,0.5908001916626737,0.16866315285098227,0.0924772400574988,0.2855773838045041
2021,37,119,005710,1,2023,92877.0,2087.0,1233.0,352.0,193.0,2087.0,596.0,,,0.5908001916626737,0.16866315285098227,0.0924772400574988,0.2855773838045041
2022,37,119,005710,1,2023,92877.0,2087.0,1233.0,352.0,193.0,2087.0,596.0,,,0.5908001916626737,0.16866315285098227,0.0924772400574988,0.2855773838045041
2023,37,119,005710,1,2023,92877.0,2087.0,1233.0,352.0,193.0,2087.0,596.0,,,0.5908001916626737,0.16866315285098227,0.0924772400574988,0.2855773838045041
2018,37,119,004800,1,2023,29000.0,1066.0,27.0,820.0,1.0,1066.0,194.0,,,0.025328330206378986,0.7692307692307693,0.0009380863039399625,0.18198874296435272
2019,37,119,004800,1,2023,29000.0,1066.0,27.0,820.0,1.0,1066.0,194.0,,,0.025328330206378986,0.7692307692307693,0.0009380863039399625,0.18198874296435272
2020,37,119,004800,1,2023,29000.0,1066.0,27.0,820.0,1.0,1066.0,194.0,,,0.025328330206378986,0.7692307692307693,0.0009380863039399625,0.18198874296435272
2021,37,119,004800,1,2023,29000.0,1066.0,27.0,820.0,1.0,1066.0,194.0,,,0.025328330206378986,0.7692307692307693,0.0009380863039399625,0.18198874296435272
2022,37,119,004800,1,2023,29000.0,1066.0,27.0,820.0,1.0,1066.0,194.0,,,0.025328330206378986,0.7692307692307693,0.0009380863039399625,0.18198874296435272
2023,37,119,004800,1,2023,29000.0,1066.0,27.0,820.0,1.0,1066.0,194.0,,,0.025328330206378986,0.7692307692307693,0.0009380863039399625,0.18198874296435272
2023,37,119,006009,2,2023,76676.0,1785.0,626.0,853.0,114.0,1785.0,50.0,,,0.3507002801120448,0.4778711484593838,0.06386554621848739,0.028011204481792718
2015,37,119,006103,1,2023,90500.0,2266.0,1308.0,625.0,35.0,2266.0,252.0,,,0.5772285966460724,0.2758164165931156,0.015445719329214475,0.11120917917034422
2016,37,119,006103,1,2023,90500.0,2266.0,1308.0,625.0,35.0,2266.0,252.0,,,0.5772285966460724,0.2758164165931156,0.015445719329214475,0.11120917917034422
2017,37,119,006103,1,2023,90500.0,2266.0,1308.0,625.0,35.0,2266.0,252.0,,,0.5772285966460724,0.2758164165931156,0.015445719329214475,0.11120917917034422
2018,37,119,006103,1,2023,90500.0,2266.0,1308.0,625.0,35.0,2266.0,252.0,,,0.5772285966460724,0.2758164165931156,0.015445719329214475,0.11120917917034422
2019,37,119,006103,1,2023,90500.0,2266.0,1308.0,625.0,35.0,2266.0,252.0,,,0.5772285966460724,0.2758164165931156,0.015445719329214475,0.11120917917034422
2020,37,119,006103,1,2023,90500.0,2266.0,1308.0,625.0,35.0,2266.0,252.0,,,0.5772285966460724,0.2758164165931156,0.015445719329214475,0.11120917917034422
2021,37,119,006103,1,2023,90500.0,2266.0,1308.0,625.0,35.0,2266.0,252.0,,,0.5772285966460724,0.2758164165931156,0.015445719329214475,0.11120917917034422
2022,37,119,006103,1,2023,90500.0,2266.0,1308.0,625.0,35.0,2266.0,252.0,,,0.5772285966460724,0.2758164165931156,0.015445719329214475,0.11120917917034422
2015,37,119,001927,1,2023,41402.0,1013.0,76.0,386.0,0.0,1013.0,551.0,,,0.07502467917077986,0.3810463968410661,0.0,0.543928923988154
2016,37,119,001927,1,2023,41402.0,1013.0,76.0,386.0,0.0,1013.0,551.0,,,0.07502467917077986,0.3810463968410661,0.0,0.543928923988154
2017,37,119,001927,1,2023,41402.0,1013.0,76.0,386.0,0.0,1013.0,551.0,,,0.07502467917077986,0.3810463968410661,0.0,0.543928923988154
2018,37,119,001927,1,2023,41402.0,1013.0,76.0,386.0,0.0,1013.0,551.0,,,0.07502467917077986,0.3810463968410661,0.0,0.543928923988154
2019,37,119,001927,1,2023,41402.0,1013.0,76.0,386.0,0.0,1013.0,551.0,,,0.07502467917077986,0.3810463968410661,0.0,0.543928923988154
2020,37,119,001927,1,2023,41402.0,1013.0,76.0,386.0,0.0,1013.0,551.0,,,0.07502467917077986,0.3810463968410661,0.0,0.543928923988154
2021,37,119,001927,1,2023,41402.0,1013.0,76.0,386.0,0.0,1013.0,551.0,,,0.07502467917077986,0.3810463968410661,0.0,0.543928923988154
2022,37,119,001927,1,2023,41402.0,1013.0,76.0,386.0,0.0,1013.0,551.0,,,0.07502467917077986,0.3810463968410661,0.0,0.543928923988154
2018,37,119,001702,1,2023,70755.0,1577.0,593.0,423.0,15.0,1577.0,499.0,,,0.3760304375396322,0.2682308180088776,0.009511731135066582,0.31642358909321494
2019,37,119,001702,1,2023,70755.0,1577.0,593.0,423.0,15.0,1577.0,499.0,,,0.3760304375396322,0.2682308180088776,0.009511731135066582,0.31642358909321494
2020,37,119,001702,1,2023,70755.0,1577.0,593.0,423.0,15.0,1577.0,499.0,,,0.3760304375396322,0.2682308180088776,0.009511731135066582,0.31642358909321494
2015,37,119,005916,1,2023,53185.0,1284.0,228.0,570.0,79.0,1284.0,495.0,,,0.17757009345794392,0.4439252336448598,0.061526479750778816,0.3855140186915888
2016,37,119,005916,1,2023,53185.0,1284.0,228.0,570.0,79.0,1284.0,495.0,,,0.17757009345794392,0.4439252336448598,0.061526479750778816,0.3855140186915888
2017,37,119,005916,1,2023,53185.0,1284.0,228.0,570.0,79.0,1284.0,495.0,,,0.17757009345794392,0.4439252336448598,0.061526479750778816,0.3855140186915888
2018,37,119,005916,1,2023,53185.0,1284.0,228.0,570.0,79.0,1284.0,495.0,,,0.17757009345794392,0.4439252336448598,0.061526479750778816,0.3855140186915888
2019,37,119,005916,1,2023,53185.0,1284.0,228.0,570.0,79.0,1284.0,495.0,,,0.17757009345794392,0.4439252336448598,0.061526479750778816,0.3855140186915888
2022,37,119,005916,1,2023,53185.0,1284.0,228.0,570.0,79.0,1284.0,495.0,,,0.17757009345794392,0.4439252336448598,0.061526479750778816,0.3855140186915888
2015,37,119,001000,3,2023,74826.0,1679.0,1149.0,281.0,73.0,1679.0,57.0,,,0.6843359142346634,0.1673615247170935,0.043478260869565216,0.033948779035139966
2016,37,119,001000,3,2023,74826.0,1679.0,1149.0,281.0,73.0,1679.0,57.0,,,0.6843359142346634,0.1673615247170935,0.043478260869565216,0.033948779035139966
2017,37,119,001000,3,2023,74826.0,1679.0,1149.0,281.0,73.0,1679.0,57.0,,,0.6843359142346634,0.1673615247170935,0.043478260869565216,0.033948779035139966
2018,37,119,001000,3,2023,74826.0,1679.0,1149.0,281.0,73.0,1679.0,57.0,,,0.6843359142346634,0.1673615247170935,0.043478260869565216,0.033948779035139966
2023,37,119,002800,2,2023,250001.0,1307.0,1127.0,38.0,45.0,1307.0,15.0,,,0.8622800306044377,0.029074215761285386,0.03442999234889059,0.011476664116296864
2015,37,119,005919,1,2023,128000.0,2428.0,1193.0,600.0,153.0,2428.0,411.0,,,0.4913509060955519,0.2471169686985173,0.06301482701812192,0.16927512355848434
2016,37,119,005919,1,2023,128000.0,2428.0,1193.0,600.0,153.0,2428.0,411.0,,,0.4913509060955519,0.2471169686985173,0.06301482701812192,0.16927512355848434
2017,37,119,005919,1,2023,128000.0,2428.0,1193.0,600.0,153.0,2428.0,411.0,,,0.4913509060955519,0.2471169686985173,0.06301482701812192,0.16927512355848434
2018,37,119,005919,1,2023,128000.0,2428.0,1193.0,600.0,153.0,2428.0,411.0,,,0.4913509060955519,0.2471169686985173,0.06301482701812192,0.16927512355848434
2019,37,119,005919,1,2023,128000.0,2428.0,1193.0,600.0,153.0,2428.0,411.0,,,0.4913509060955519,0.2471169686985173,0.06301482701812192,0.16927512355848434
2020,37,119,005919,1,2023,128000.0,2428.0,1193.0,600.0,153.0,2428.0,411.0,,,0.4913509060955519,0.2471169686985173,0.06301482701812192,0.16927512355848434
2021,37,119,005919,1,2023,128000.0,2428.0,1193.0,600.0,153.0,2428.0,411.0,,,0.4913509060955519,0.2471169686985173,0.06301482701812192,0.16927512355848434
2022,37,119,005919,1,2023,128000.0,2428.0,1193.0,600.0,153.0,2428.0,411.0,,,0.4913509060955519,0.2471169686985173,0.06301482701812192,0.16927512355848434
2023,37,119,005919,1,2023,128000.0,2428.0,1193.0,600.0,153.0,2428.0,411.0,,,0.4913509060955519,0.2471169686985173,0.06301482701812192,0.16927512355848434
2019,37,119,005611,2,2023,85144.0,3128.0,372.0,2037.0,304.0,3128.0,338.0,,,0.11892583120204604,0.6512148337595908,0.09718670076726342,0.10805626598465473
2020,37,119,005611,2,2023,85144.0,3128.0,372.0,2037.0,304.0,3128.0,338.0,,,0.11892583120204604,0.6512148337595908,0.09718670076726342,0.10805626598465473
2021,37,119,005611,2,2023,85144.0,3128.0,372.0,2037.0,304.0,3128.0,338.0,,,0.11892583120204604,0.6512148337595908,0.09718670076726342,0.10805626598465473
2022,37,119,005611,2,2023,85144.0,3128.0,372.0,2037.0,304.0,3128.0,338.0,,,0.11892583120204604,0.6512148337595908,0.09718670076726342,0.10805626598465473
2023,37,119,005611,2,2023,85144.0,3128.0,372.0,2037.0,304.0,3128.0,338.0,,,0.11892583120204604,0.6512148337595908,0.09718670076726342,0.10805626598465473
2019,37,119,000700,2,2023,89659.0,1823.0,669.0,863.0,51.0,1823.0,200.0,,,0.36697750959956116,0.47339550191991225,0.027975863960504662,0.10970927043335162
2016,37,119,005929,1,2023,74500.0,2601.0,778.0,1083.0,118.0,2601.0,586.0,,,0.2991157247212611,0.41637831603229525,0.04536716647443291,0.22529796232218377
2017,37,119,005929,1,2023,74500.0,2601.0,778.0,1083.0,118.0,2601.0,586.0,,,0.2991157247212611,0.41637831603229525,0.04536716647443291,0.22529796232218377
2018,37,119,005929,1,2023,74500.0,2601.0,778.0,1083.0,118.0,2601.0,586.0,,,0.2991157247212611,0.41637831603229525,0.04536716647443291,0.22529796232218377
2019,37,119,005929,1,2023,74500.0,2601.0,778.0,1083.0,118.0,2601.0,586.0,,,0.2991157247212611,0.41637831603229525,0.04536716647443291,0.22529796232218377
2020,37,119,005929,1,2023,74500.0,2601.0,778.0,1083.0,118.0,2601.0,586.0,,,0.2991157247212611,0.41637831603229525,0.04536716647443291,0.22529796232218377
2021,37,119,005929,1,2023,74500.0,2601.0,778.0,1083.0,118.0,2601.0,586.0,,,0.2991157247212611,0.41637831603229525,0.04536716647443291,0.22529796232218377
2022,37,119,005929,1,2023,74500.0,2601.0,778.0,1083.0,118.0,2601.0,586.0,,,0.2991157247212611,0.41637831603229525,0.04536716647443291,0.22529796232218377
2023,37,119,005929,1,2023,74500.0,2601.0,778.0,1083.0,118.0,2601.0,586.0,,,0.2991157247212611,0.41637831603229525,0.04536716647443291,0.22529796232218377
2018,37,119,005621,2,2023,77222.0,1307.0,564.0,295.0,133.0,1307.0,213.0,,,0.43152257077276207,0.22570772762050498,0.10175975516449885,0.16296863045141546
2019,37,119,005621,2,2023,77222.0,1307.0,564.0,295.0,133.0,1307.0,213.0,,,0.43152257077276207,0.22570772762050498,0.10175975516449885,0.16296863045141546
2016,37,119,003401,1,2023,136458.0,763.0,567.0,9.0,34.0,763.0,142.0,,,0.7431192660550459,0.011795543905635648,0.04456094364351245,0.18610747051114024
2017,37,119,003401,1,2023,136458.0,763.0,567.0,9.0,34.0,763.0,142.0,,,0.7431192660550459,0.011795543905635648,0.04456094364351245,0.18610747051114024
2015,37,119,005403,1,2023,63343.0,4554.0,1129.0,2239.0,41.0,4554.0,1054.0,,,0.2479139218269653,0.49165568730786124,0.009003074220465524,0.23144488361879667
2016,37,119,005403,1,2023,63343.0,4554.0,1129.0,2239.0,41.0,4554.0,1054.0,,,0.2479139218269653,0.49165568730786124,0.009003074220465524,0.23144488361879667
2017,37,119,005403,1,2023,63343.0,4554.0,1129.0,2239.0,41.0,4554.0,1054.0,,,0.2479139218269653,0.49165568730786124,0.009003074220465524,0.23144488361879667
2018,37,119,005403,1,2023,63343.0,4554.0,1129.0,2239.0,41.0,4554.0,1054.0,,,0.2479139218269653,0.49165568730786124,0.009003074220465524,0.23144488361879667
2019,37,119,005403,1,2023,63343.0,4554.0,1129.0,2239.0,41.0,4554.0,1054.0,,,0.2479139218269653,0.49165568730786124,0.009003074220465524,0.23144488361879667
2021,37,119,005403,1,2023,63343.0,4554.0,1129.0,2239.0,41.0,4554.0,1054.0,,,0.2479139218269653,0.49165568730786124,0.009003074220465524,0.23144488361879667
2022,37,119,005403,1,2023,63343.0,4554.0,1129.0,2239.0,41.0,4554.0,1054.0,,,0.2479139218269653,0.49165568730786124,0.009003074220465524,0.23144488361879667
2023,37,119,005403,1,2023,63343.0,4554.0,1129.0,2239.0,41.0,4554.0,1054.0,,,0.2479139218269653,0.49165568730786124,0.009003074220465524,0.23144488361879667
2015,37,119,006110,3,2023,84291.0,3358.0,532.0,1721.0,285.0,3358.0,653.0,,,0.15842763549731984,0.5125074449076832,0.08487194758784991,0.19446098868374032
2016,37,119,006110,3,2023,84291.0,3358.0,532.0,1721.0,285.0,3358.0,653.0,,,0.15842763549731984,0.5125074449076832,0.08487194758784991,0.19446098868374032
2017,37,119,006110,3,2023,84291.0,3358.0,532.0,1721.0,285.0,3358.0,653.0,,,0.15842763549731984,0.5125074449076832,0.08487194758784991,0.19446098868374032
2018,37,119,006110,3,2023,84291.0,3358.0,532.0,1721.0,285.0,3358.0,653.0,,,0.15842763549731984,0.5125074449076832,0.08487194758784991,0.19446098868374032
2019,37,119,006110,3,2023,84291.0,3358.0,532.0,1721.0,285.0,3358.0,653.0,,,0.15842763549731984,0.5125074449076832,0.08487194758784991,0.19446098868374032
2020,37,119,006110,3,2023,84291.0,3358.0,532.0,1721.0,285.0,3358.0,653.0,,,0.15842763549731984,0.5125074449076832,0.08487194758784991,0.19446098868374032
2021,37,119,006110,3,2023,84291.0,3358.0,532.0,1721.0,285.0,3358.0,653.0,,,0.15842763549731984,0.5125074449076832,0.08487194758784991,0.19446098868374032
2022,37,119,006110,3,2023,84291.0,3358.0,532.0,1721.0,285.0,3358.0,653.0,,,0.15842763549731984,0.5125074449076832,0.08487194758784991,0.19446098868374032
2023,37,119,006110,3,2023,84291.0,3358.0,532.0,1721.0,285.0,3358.0,653.0,,,0.15842763549731984,0.5125074449076832,0.08487194758784991,0.19446098868374032
2015,37,119,005714,2,2023,116667.0,1410.0,1202.0,50.0,123.0,1410.0,11.0,,,0.8524822695035461,0.03546099290780142,0.08723404255319149,0.007801418439716312
2016,37,119,005714,2,2023,116667.0,1410.0,1202.0,50.0,123.0,1410.0,11.0,,,0.8524822695035461,0.03546099290780142,0.08723404255319149,0.007801418439716312
2017,37,119,005714,2,2023,116667.0,1410.0,1202.0,50.0,123.0,1410.0,11.0,,,0.8524822695035461,0.03546099290780142,0.08723404255319149,0.007801418439716312
2018,37,119,005714,2,2023,116667.0,1410.0,1202.0,50.0,123.0,1410.0,11.0,,,0.8524822695035461,0.03546099290780142,0.08723404255319149,0.007801418439716312
2019,37,119,005714,2,2023,116667.0,1410.0,1202.0,50.0,123.0,1410.0,11.0,,,0.8524822695035461,0.03546099290780142,0.08723404255319149,0.007801418439716312
2020,37,119,005714,2,2023,116667.0,1410.0,1202.0,50.0,123.0,1410.0,11.0,,,0.8524822695035461,0.03546099290780142,0.08723404255319149,0.007801418439716312
2015,37,119,004102,2,2023,144310.0,2012.0,1437.0,219.0,180.0,2012.0,152.0,,,0.7142147117296223,0.10884691848906561,0.08946322067594434,0.07554671968190854
2016,37,119,004102,2,2023,144310.0,2012.0,1437.0,219.0,180.0,2012.0,152.0,,,0.7142147117296223,0.10884691848906561,0.08946322067594434,0.07554671968190854
2017,37,119,004102,2,2023,144310.0,2012.0,1437.0,219.0,180.0,2012.0,152.0,,,0.7142147117296223,0.10884691848906561,0.08946322067594434,0.07554671968190854
2018,37,119,004102,2,2023,144310.0,2012.0,1437.0,219.0,180.0,2012.0,152.0,,,0.7142147117296223,0.10884691848906561,0.08946322067594434,0.07554671968190854
2015,37,119,001508,3,2023,-666666666.0,1026.0,197.0,453.0,17.0,1026.0,556.0,,,0.19200779727095516,0.4415204678362573,0.016569200779727095,0.5419103313840156
2016,37,119,003111,3,2023,139911.0,1161.0,863.0,0.0,171.0,1161.0,63.0,,,0.7433247200689062,0.0,0.14728682170542637,0.05426356589147287
2017,37,119,003111,3,2023,139911.0,1161.0,863.0,0.0,171.0,1161.0,63.0,,,0.7433247200689062,0.0,0.14728682170542637,0.05426356589147287
2019,37,119,000900,2,2023,102232.0,1117.0,689.0,271.0,9.0,1117.0,183.0,,,0.6168307967770814,0.24261414503133394,0.008057296329453895,0.1638316920322292
2015,37,119,001701,2,2023,53229.0,3034.0,771.0,1045.0,72.0,3034.0,1117.0,,,0.25411997363216876,0.34442979564930787,0.023731048121292023,0.3681608437705999
