Premise Address 1,Premise City,Premise State,Premise ZIP,acs_year,matched_address,lon,lat,state_fips,county_fips,tract,block,block_group,geoid_tract,geoid_block_group
8001 OLD STATESVILLE RD,Charlotte,NC,,2017,"8001 OLD STATESVILLE RD, CHARLOTTE, NC, 28269",-80.826173065144,35.329908162825,37,119,005510,1009,1,37119005510,371190055101
8001 OLD STATESVILLE RD,Charlotte,NC,,2018,"8001 OLD STATESVILLE RD, CHARLOTTE, NC, 28269",-80.826173065144,35.329908162825,37,119,005510,1009,1,37119005510,371190055101
8001 OLD STATESVILLE RD,Charlotte,NC,,2019,"8001 OLD STATESVILLE RD, CHARLOTTE, NC, 28269",-80.826173065144,35.329908162825,37,119,005510,1009,1,37119005510,371190055101
8001 OLD STATESVILLE RD,Charlotte,NC,,2020,"8001 OLD STATESVILLE RD, CHARLOTTE, NC, 28269",-80.826173065144,35.329908162825,37,119,005510,1009,1,37119005510,371190055101
8001 OLD STATESVILLE RD,Charlotte,NC,,2021,"8001 OLD STATESVILLE RD, CHARLOTTE, NC, 28269",-80.826173065144,35.329908162825,37,119,005510,1009,1,37119005510,371190055101
8001 OLD STATESVILLE RD,Charlotte,NC,,2022,"8001 OLD STATESVILLE RD, CHARLOTTE, NC, 28269",-80.826173065144,35.329908162825,37,119,005510,1009,1,37119005510,371190055101
8001 OLD STATESVILLE RD,Charlotte,NC,,2023,"8001 OLD STATESVILLE RD, CHARLOTTE, NC, 28269",-80.826173065144,35.329908162825,37,119,005510,1009,1,37119005510,371190055101
127 N TRYON ST,Charlotte,NC,,2015,"127 N TRYON ST, CHARLOTTE, NC, 28202",-80.842801009625,35.227470919289,37,119,000104,1014,1,37119000104,371190001041
127 N TRYON ST,Charlotte,NC,,2016,"127 N TRYON ST, CHARLOTTE, NC, 28202",-80.842801009625,35.227470919289,37,119,000104,1014,1,37119000104,371190001041
127 N TRYON ST,Charlotte,NC,,2017,"127 N TRYON ST, CHARLOTTE, NC, 28202",-80.842801009625,35.227470919289,37,119,000104,1014,1,37119000104,371190001041
127 N TRYON ST,Charlotte,NC,,2018,"127 N TRYON ST, CHARLOTTE, NC, 28202",-80.842801009625,35.227470919289,37,119,000104,1014,1,37119000104,371190001041
127 N TRYON ST,Charlotte,NC,,2019,"127 N TRYON ST, CHARLOTTE, NC, 28202",-80.842801009625,35.227470919289,37,119,000104,1014,1,37119000104,371190001041
127 N TRYON ST,Charlotte,NC,,2020,"127 N TRYON ST, CHARLOTTE, NC, 28202",-80.842801009625,35.227470919289,37,119,000104,1014,1,37119000104,371190001041
127 N TRYON ST,Charlotte,NC,,2021,"127 N TRYON ST, CHARLOTTE, NC, 28202",-80.842801009625,35.227470919289,37,119,000104,1014,1,37119000104,371190001041
127 N TRYON ST,Charlotte,NC,,2022,"127 N TRYON ST, CHARLOTTE, NC, 28202",-80.842801009625,35.227470919289,37,119,000104,1014,1,37119000104,371190001041
127 N TRYON ST,Charlotte,NC,,2023,"127 N TRYON ST, CHARLOTTE, NC, 28202",-80.842801009625,35.227470919289,37,119,000104,1014,1,37119000104,371190001041
3217 EASTWAY DR,Charlotte,NC,,2021,"3217 EASTWAY DR, CHARLOTTE, NC, 28205",-80.781701595002,35.211802076299,37,119,001702,1004,1,37119001702,371190017021
3217 EASTWAY DR,Charlotte,NC,,2022,"3217 EASTWAY DR, CHARLOTTE, NC, 28205",-80.781701595002,35.211802076299,37,119,001702,1004,1,37119001702,371190017021
3217 EASTWAY DR,Charlotte,NC,,2023,"3217 EASTWAY DR, CHARLOTTE, NC, 28205",-80.781701595002,35.211802076299,37,119,001702,1004,1,37119001702,371190017021
3443 WILKINSON BV,Charlotte,NC,,2022,"3443 WILKINSON BLVD, CHARLOTTE, NC, 28208",-80.898112506805,35.224452720873,37,119,004000,3009,3,37119004000,371190040003
3443 WILKINSON BV,Charlotte,NC,,2023,"3443 WILKINSON BLVD, CHARLOTTE, NC, 28208",-80.898112506805,35.224452720873,37,119,004000,3009,3,37119004000,371190040003
7314 WAVERLY WALK AV,Charlotte,NC,,2017,"7314 WAVERLY WALK AVE, CHARLOTTE, NC, 28277",-80.767510051818,35.052515886916,37,119,005850,1040,1,37119005850,371190058501
7314 WAVERLY WALK AV,Charlotte,NC,,2018,"7314 WAVERLY WALK AVE, CHARLOTTE, NC, 28277",-80.767510051818,35.052515886916,37,119,005850,1040,1,37119005850,371190058501
7314 WAVERLY WALK AV,Charlotte,NC,,2019,"7314 WAVERLY WALK AVE, CHARLOTTE, NC, 28277",-80.767510051818,35.052515886916,37,119,005850,1040,1,37119005850,371190058501
7314 WAVERLY WALK AV,Charlotte,NC,,2020,"7314 WAVERLY WALK AVE, CHARLOTTE, NC, 28277",-80.767510051818,35.052515886916,37,119,005850,1040,1,37119005850,371190058501
7314 WAVERLY WALK AV,Charlotte,NC,,2021,"7314 WAVERLY WALK AVE, CHARLOTTE, NC, 28277",-80.767510051818,35.052515886916,37,119,005850,1040,1,37119005850,371190058501
7314 WAVERLY WALK AV,Charlotte,NC,,2022,"7314 WAVERLY WALK AVE, CHARLOTTE, NC, 28277",-80.767510051818,35.052515886916,37,119,005850,1040,1,37119005850,371190058501
7314 WAVERLY WALK AV,Charlotte,NC,,2023,"7314 WAVERLY WALK AVE, CHARLOTTE, NC, 28277",-80.767510051818,35.052515886916,37,119,005850,1040,1,37119005850,371190058501
100  N TRYON  ST,Charlotte,NC,,2015,"100 N TRYON ST, CHARLOTTE, NC, 28202",-80.842982860474,35.227192862878,37,119,000104,1019,1,37119000104,371190001041
100  N TRYON  ST,Charlotte,NC,,2016,"100 N TRYON ST, CHARLOTTE, NC, 28202",-80.842982860474,35.227192862878,37,119,000104,1019,1,37119000104,371190001041
100  N TRYON  ST,Charlotte,NC,,2017,"100 N TRYON ST, CHARLOTTE, NC, 28202",-80.842982860474,35.227192862878,37,119,000104,1019,1,37119000104,371190001041
100  N TRYON  ST,Charlotte,NC,,2018,"100 N TRYON ST, CHARLOTTE, NC, 28202",-80.842982860474,35.227192862878,37,119,000104,1019,1,37119000104,371190001041
100  N TRYON  ST,Charlotte,NC,,2019,"100 N TRYON ST, CHARLOTTE, NC, 28202",-80.842982860474,35.227192862878,37,119,000104,1019,1,37119000104,371190001041
100  N TRYON  ST,Charlotte,NC,,2022,"100 N TRYON ST, CHARLOTTE, NC, 28202",-80.842982860474,35.227192862878,37,119,000104,1019,1,37119000104,371190001041
100  N TRYON  ST,Charlotte,NC,,2023,"100 N TRYON ST, CHARLOTTE, NC, 28202",-80.842982860474,35.227192862878,37,119,000104,1019,1,37119000104,371190001041
10901 UNIVERSITY CITY BV,Charlotte,NC,,2015,"10901 UNIVERSITY CITY BLVD, CHARLOTTE, NC, 28213",-80.702895855434,35.313456350112,37,119,005610,2004,2,37119005610,371190056102
10901 UNIVERSITY CITY BV,Charlotte,NC,,2016,"10901 UNIVERSITY CITY BLVD, CHARLOTTE, NC, 28213",-80.702895855434,35.313456350112,37,119,005610,2004,2,37119005610,371190056102
10901 UNIVERSITY CITY BV,Charlotte,NC,,2017,"10901 UNIVERSITY CITY BLVD, CHARLOTTE, NC, 28213",-80.702895855434,35.313456350112,37,119,005610,2004,2,37119005610,371190056102
10901 UNIVERSITY CITY BV,Charlotte,NC,,2018,"10901 UNIVERSITY CITY BLVD, CHARLOTTE, NC, 28213",-80.702895855434,35.313456350112,37,119,005610,2004,2,37119005610,371190056102
10901 UNIVERSITY CITY BV,Charlotte,NC,,2019,"10901 UNIVERSITY CITY BLVD, CHARLOTTE, NC, 28213",-80.702895855434,35.313456350112,37,119,005610,2004,2,37119005610,371190056102
10901 UNIVERSITY CITY BV,Charlotte,NC,,2020,"10901 UNIVERSITY CITY BLVD, CHARLOTTE, NC, 28213",-80.702895855434,35.313456350112,37,119,005610,2004,2,37119005610,371190056102
10901 UNIVERSITY CITY BV,Charlotte,NC,,2021,"10901 UNIVERSITY CITY BLVD, CHARLOTTE, NC, 28213",-80.702895855434,35.313456350112,37,119,005610,2004,2,37119005610,371190056102
10901 UNIVERSITY CITY BV,Charlotte,NC,,2022,"10901 UNIVERSITY CITY BLVD, CHARLOTTE, NC, 28213",-80.702895855434,35.313456350112,37,119,005610,2004,2,37119005610,371190056102
10901 UNIVERSITY CITY BV,Charlotte,NC,,2023,"10901 UNIVERSITY CITY BLVD, CHARLOTTE, NC, 28213",-80.702895855434,35.313456350112,37,119,005610,2004,2,37119005610,371190056102
1804 WINDSOR SQUARE DR,Charlotte,NC,,2023,,,,,,,,,,
2001 COMMONWEALTH AV,Charlotte,NC,,2019,"2001 COMMONWEALTH AVE, CHARLOTTE, NC, 28205",-80.812141634696,35.21879641501,37,119,001100,2003,2,37119001100,371190011002
2001 COMMONWEALTH AV,Charlotte,NC,,2020,"2001 COMMONWEALTH AVE, CHARLOTTE, NC, 28205",-80.812141634696,35.21879641501,37,119,001100,2003,2,37119001100,371190011002
2001 COMMONWEALTH AV,Charlotte,NC,,2021,"2001 COMMONWEALTH AVE, CHARLOTTE, NC, 28205",-80.812141634696,35.21879641501,37,119,001100,2003,2,37119001100,371190011002
2001 COMMONWEALTH AV,Charlotte,NC,,2022,"2001 COMMONWEALTH AVE, CHARLOTTE, NC, 28205",-80.812141634696,35.21879641501,37,119,001100,2003,2,37119001100,371190011002
2001 COMMONWEALTH AV,Charlotte,NC,,2023,"2001 COMMONWEALTH AVE, CHARLOTTE, NC, 28205",-80.812141634696,35.21879641501,37,119,001100,2003,2,37119001100,371190011002
5336 DOCIA CROSSING RD,Charlotte,NC,,2022,,,,,,,,,,
5336 DOCIA CROSSING RD,Charlotte,NC,,2023,,,,,,,,,,
4818 ROZZELLES FERRY RD,Charlotte,NC,,2015,"4818 ROZZELLES FERRY RD, CHARLOTTE, NC, 28216",-80.889516050189,35.272130435131,37,119,004400,1029,1,37119004400,371190044001
4818 ROZZELLES FERRY RD,Charlotte,NC,,2016,"4818 ROZZELLES FERRY RD, CHARLOTTE, NC, 28216",-80.889516050189,35.272130435131,37,119,004400,1029,1,37119004400,371190044001
4818 ROZZELLES FERRY RD,Charlotte,NC,,2017,"4818 ROZZELLES FERRY RD, CHARLOTTE, NC, 28216",-80.889516050189,35.272130435131,37,119,004400,1029,1,37119004400,371190044001
4818 ROZZELLES FERRY RD,Charlotte,NC,,2018,"4818 ROZZELLES FERRY RD, CHARLOTTE, NC, 28216",-80.889516050189,35.272130435131,37,119,004400,1029,1,37119004400,371190044001
4818 ROZZELLES FERRY RD,Charlotte,NC,,2019,"4818 ROZZELLES FERRY RD, CHARLOTTE, NC, 28216",-80.889516050189,35.272130435131,37,119,004400,1029,1,37119004400,371190044001
4818 ROZZELLES FERRY RD,Charlotte,NC,,2020,"4818 ROZZELLES FERRY RD, CHARLOTTE, NC, 28216",-80.889516050189,35.272130435131,37,119,004400,1029,1,37119004400,371190044001
4818 ROZZELLES FERRY RD,Charlotte,NC,,2021,"4818 ROZZELLES FERRY RD, CHARLOTTE, NC, 28216",-80.889516050189,35.272130435131,37,119,004400,1029,1,37119004400,371190044001
4818 ROZZELLES FERRY RD,Charlotte,NC,,2022,"4818 ROZZELLES FERRY RD, CHARLOTTE, NC, 28216",-80.889516050189,35.272130435131,37,119,004400,1029,1,37119004400,371190044001
4818 ROZZELLES FERRY RD,Charlotte,NC,,2023,"4818 ROZZELLES FERRY RD, CHARLOTTE, NC, 28216",-80.889516050189,35.272130435131,37,119,004400,1029,1,37119004400,371190044001
1809 EAST ARBORS DR,Charlotte,NC,,2015,"1809 E ARBORS DR, CHARLOTTE, NC, 28262",-80.753630925242,35.336148134154,37,119,005520,3014,3,37119005520,371190055203
1809 EAST ARBORS DR,Charlotte,NC,,2016,"1809 E ARBORS DR, CHARLOTTE, NC, 28262",-80.753630925242,35.336148134154,37,119,005520,3014,3,37119005520,371190055203
1809 EAST ARBORS DR,Charlotte,NC,,2017,"1809 E ARBORS DR, CHARLOTTE, NC, 28262",-80.753630925242,35.336148134154,37,119,005520,3014,3,37119005520,371190055203
1809 EAST ARBORS DR,Charlotte,NC,,2018,"1809 E ARBORS DR, CHARLOTTE, NC, 28262",-80.753630925242,35.336148134154,37,119,005520,3014,3,37119005520,371190055203
1809 EAST ARBORS DR,Charlotte,NC,,2019,"1809 E ARBORS DR, CHARLOTTE, NC, 28262",-80.753630925242,35.336148134154,37,119,005520,3014,3,37119005520,371190055203
1809 EAST ARBORS DR,Charlotte,NC,,2020,"1809 E ARBORS DR, CHARLOTTE, NC, 28262",-80.753630925242,35.336148134154,37,119,005520,3014,3,37119005520,371190055203
1809 EAST ARBORS DR,Charlotte,NC,,2021,"1809 E ARBORS DR, CHARLOTTE, NC, 28262",-80.753630925242,35.336148134154,37,119,005520,3014,3,37119005520,371190055203
1809 EAST ARBORS DR,Charlotte,NC,,2022,"1809 E ARBORS DR, CHARLOTTE, NC, 28262",-80.753630925242,35.336148134154,37,119,005520,3014,3,37119005520,371190055203
1809 EAST ARBORS DR,Charlotte,NC,,2023,"1809 E ARBORS DR, CHARLOTTE, NC, 28262",-80.753630925242,35.336148134154,37,119,005520,3014,3,37119005520,371190055203
7747 N TRYON ST,Charlotte,NC,,2015,"7747 N TRYON ST, CHARLOTTE, NC, 28262",-80.755301075255,35.295145557878,37,119,005536,3024,3,37119005536,371190055363
7747 N TRYON ST,Charlotte,NC,,2016,"7747 N TRYON ST, CHARLOTTE, NC, 28262",-80.755301075255,35.295145557878,37,119,005536,3024,3,37119005536,371190055363
7747 N TRYON ST,Charlotte,NC,,2017,"7747 N TRYON ST, CHARLOTTE, NC, 28262",-80.755301075255,35.295145557878,37,119,005536,3024,3,37119005536,371190055363
7747 N TRYON ST,Charlotte,NC,,2018,"7747 N TRYON ST, CHARLOTTE, NC, 28262",-80.755301075255,35.295145557878,37,119,005536,3024,3,37119005536,371190055363
7747 N TRYON ST,Charlotte,NC,,2019,"7747 N TRYON ST, CHARLOTTE, NC, 28262",-80.755301075255,35.295145557878,37,119,005536,3024,3,37119005536,371190055363
7747 N TRYON ST,Charlotte,NC,,2020,"7747 N TRYON ST, CHARLOTTE, NC, 28262",-80.755301075255,35.295145557878,37,119,005536,3024,3,37119005536,371190055363
7747 N TRYON ST,Charlotte,NC,,2021,"7747 N TRYON ST, CHARLOTTE, NC, 28262",-80.755301075255,35.295145557878,37,119,005536,3024,3,37119005536,371190055363
7747 N TRYON ST,Charlotte,NC,,2022,"7747 N TRYON ST, CHARLOTTE, NC, 28262",-80.755301075255,35.295145557878,37,119,005536,3024,3,37119005536,371190055363
7747 N TRYON ST,Charlotte,NC,,2023,"7747 N TRYON ST, CHARLOTTE, NC, 28262",-80.755301075255,35.295145557878,37,119,005536,3024,3,37119005536,371190055363
18635 OLD STATESVILLE RD,Charlotte,NC,,2017,,,,,,,,,,
18635 OLD STATESVILLE RD,Charlotte,NC,,2018,,,,,,,,,,
18635 OLD STATESVILLE RD,Charlotte,NC,,2019,,,,,,,,,,
18635 OLD STATESVILLE RD,Charlotte,NC,,2020,,,,,,,,,,
18635 OLD STATESVILLE RD,Charlotte,NC,,2021,,,,,,,,,,
18635 OLD STATESVILLE RD,Charlotte,NC,,2022,,,,,,,,,,
18635 OLD STATESVILLE RD,Charlotte,NC,,2023,,,,,,,,,,
8008 HARRIS STATION BV,Charlotte,NC,,2015,"8008 HARRIS STATION BLVD, CHARLOTTE, NC, 28213",-80.729431002991,35.274767879624,37,119,005613,1019,1,37119005613,371190056131
8008 HARRIS STATION BV,Charlotte,NC,,2016,"8008 HARRIS STATION BLVD, CHARLOTTE, NC, 28213",-80.729431002991,35.274767879624,37,119,005613,1019,1,37119005613,371190056131
8008 HARRIS STATION BV,Charlotte,NC,,2017,"8008 HARRIS STATION BLVD, CHARLOTTE, NC, 28213",-80.729431002991,35.274767879624,37,119,005613,1019,1,37119005613,371190056131
8008 HARRIS STATION BV,Charlotte,NC,,2018,"8008 HARRIS STATION BLVD, CHARLOTTE, NC, 28213",-80.729431002991,35.274767879624,37,119,005613,1019,1,37119005613,371190056131
8008 HARRIS STATION BV,Charlotte,NC,,2019,"8008 HARRIS STATION BLVD, CHARLOTTE, NC, 28213",-80.729431002991,35.274767879624,37,119,005613,1019,1,37119005613,371190056131
8008 HARRIS STATION BV,Charlotte,NC,,2020,"8008 HARRIS STATION BLVD, CHARLOTTE, NC, 28213",-80.729431002991,35.274767879624,37,119,005613,1019,1,37119005613,371190056131
8008 HARRIS STATION BV,Charlotte,NC,,2021,"8008 HARRIS STATION BLVD, CHARLOTTE, NC, 28213",-80.729431002991,35.274767879624,37,119,005613,1019,1,37119005613,371190056131
8008 HARRIS STATION BV,Charlotte,NC,,2022,"8008 HARRIS STATION BLVD, CHARLOTTE, NC, 28213",-80.729431002991,35.274767879624,37,119,005613,1019,1,37119005613,371190056131
8008 HARRIS STATION BV,Charlotte,NC,,2023,"8008 HARRIS STATION BLVD, CHARLOTTE, NC, 28213",-80.729431002991,35.274767879624,37,119,005613,1019,1,37119005613,371190056131
11212 PROVIDENCE RD W,Charlotte,NC,,2016,"11212 PROVIDENCE RD W, CHARLOTTE, NC, 28277",-80.848390811173,35.042066205696,37,119,005855,2001,2,37119005855,371190058552
11212 PROVIDENCE RD W,Charlotte,NC,,2017,"11212 PROVIDENCE RD W, CHARLOTTE, NC, 28277",-80.848390811173,35.042066205696,37,119,005855,2001,2,37119005855,371190058552
11212 PROVIDENCE RD W,Charlotte,NC,,2018,"11212 PROVIDENCE RD W, CHARLOTTE, NC, 28277",-80.848390811173,35.042066205696,37,119,005855,2001,2,37119005855,371190058552
11212 PROVIDENCE RD W,Charlotte,NC,,2019,"11212 PROVIDENCE RD W, CHARLOTTE, NC, 28277",-80.848390811173,35.042066205696,37,119,005855,2001,2,37119005855,371190058552
11212 PROVIDENCE RD W,Charlotte,NC,,2020,"11212 PROVIDENCE RD W, CHARLOTTE, NC, 28277",-80.848390811173,35.042066205696,37,119,005855,2001,2,37119005855,371190058552
11212 PROVIDENCE RD W,Charlotte,NC,,2021,"11212 PROVIDENCE RD W, CHARLOTTE, NC, 28277",-80.848390811173,35.042066205696,37,119,005855,2001,2,37119005855,371190058552
11212 PROVIDENCE RD W,Charlotte,NC,,2022,"11212 PROVIDENCE RD W, CHARLOTTE, NC, 28277",-80.848390811173,35.042066205696,37,119,005855,2001,2,37119005855,371190058552
11212 PROVIDENCE RD W,Charlotte,NC,,2023,"11212 PROVIDENCE RD W, CHARLOTTE, NC, 28277",-80.848390811173,35.042066205696,37,119,005855,2001,2,37119005855,371190058552
15425 HODGES CR,Charlotte,NC,,2017,,,,,,,,,,
15425 HODGES CR,Charlotte,NC,,2018,,,,,,,,,,
15425 HODGES CR,Charlotte,NC,,2019,,,,,,,,,,
15425 HODGES CR,Charlotte,NC,,2020,,,,,,,,,,
15425 HODGES CR,Charlotte,NC,,2021,,,,,,,,,,
15425 HODGES CR,Charlotte,NC,,2022,,,,,,,,,,
15425 HODGES CR,Charlotte,NC,,2023,,,,,,,,,,
1514 GALLERIA BV,Charlotte,NC,,2017,,,,,,,,,,
1514 GALLERIA BV,Charlotte,NC,,2018,,,,,,,,,,
1514 GALLERIA BV,Charlotte,NC,,2019,,,,,,,,,,
1514 GALLERIA BV,Charlotte,NC,,2020,,,,,,,,,,
1514 GALLERIA BV,Charlotte,NC,,2021,,,,,,,,,,
1514 GALLERIA BV,Charlotte,NC,,2022,,,,,,,,,,
1514 GALLERIA BV,Charlotte,NC,,2023,,,,,,,,,,
237 S TRYON ST,Charlotte,NC,,2017,"237 S TRYON ST, CHARLOTTE, NC, 28202",-80.844578747123,35.226081641077,37,119,000101,2001,2,37119000101,371190001012
237 S TRYON ST,Charlotte,NC,,2018,"237 S TRYON ST, CHARLOTTE, NC, 28202",-80.844578747123,35.226081641077,37,119,000101,2001,2,37119000101,371190001012
237 S TRYON ST,Charlotte,NC,,2019,"237 S TRYON ST, CHARLOTTE, NC, 28202",-80.844578747123,35.226081641077,37,119,000101,2001,2,37119000101,371190001012
237 S TRYON ST,Charlotte,NC,,2020,"237 S TRYON ST, CHARLOTTE, NC, 28202",-80.844578747123,35.226081641077,37,119,000101,2001,2,37119000101,371190001012
237 S TRYON ST,Charlotte,NC,,2021,"237 S TRYON ST, CHARLOTTE, NC, 28202",-80.844578747123,35.226081641077,37,119,000101,2001,2,37119000101,371190001012
237 S TRYON ST,Charlotte,NC,,2022,"237 S TRYON ST, CHARLOTTE, NC, 28202",-80.844578747123,35.226081641077,37,119,000101,2001,2,37119000101,371190001012
237 S TRYON ST,Charlotte,NC,,2023,"237 S TRYON ST, CHARLOTTE, NC, 28202",-80.844578747123,35.226081641077,37,119,000101,2001,2,37119000101,371190001012
1001 CHANCELLOR PARK DR,Charlotte,NC,,2023,"1001 CHANCELLOR PARK DR, CHARLOTTE, NC, 28213",-80.742682099477,35.293443434285,37,119,005623,1001,1,37119005623,371190056231
2200 THRIFT RD,Charlotte,NC,,2020,"2200 THRIFT RD, CHARLOTTE, NC, 28208",-80.873394368119,35.234117846242,37,119,004102,2012,2,37119004102,371190041022
2200 THRIFT RD,Charlotte,NC,,2022,"2200 THRIFT RD, CHARLOTTE, NC, 28208",-80.873394368119,35.234117846242,37,119,004102,2012,2,37119004102,371190041022
2200 THRIFT RD,Charlotte,NC,,2023,"2200 THRIFT RD, CHARLOTTE, NC, 28208",-80.873394368119,35.234117846242,37,119,004102,2012,2,37119004102,371190041022
2820 SELWYN AV,Charlotte,NC,,2015,"2820 SELWYN AVE, CHARLOTTE, NC, 28209",-80.839197388779,35.175049928346,37,119,002702,2022,2,37119002702,371190027022
2820 SELWYN AV,Charlotte,NC,,2016,"2820 SELWYN AVE, CHARLOTTE, NC, 28209",-80.839197388779,35.175049928346,37,119,002702,2022,2,37119002702,371190027022
2820 SELWYN AV,Charlotte,NC,,2017,"2820 SELWYN AVE, CHARLOTTE, NC, 28209",-80.839197388779,35.175049928346,37,119,002702,2022,2,37119002702,371190027022
2820 SELWYN AV,Charlotte,NC,,2018,"2820 SELWYN AVE, CHARLOTTE, NC, 28209",-80.839197388779,35.175049928346,37,119,002702,2022,2,37119002702,371190027022
2820 SELWYN AV,Charlotte,NC,,2019,"2820 SELWYN AVE, CHARLOTTE, NC, 28209",-80.839197388779,35.175049928346,37,119,002702,2022,2,37119002702,371190027022
2820 SELWYN AV,Charlotte,NC,,2020,"2820 SELWYN AVE, CHARLOTTE, NC, 28209",-80.839197388779,35.175049928346,37,119,002702,2022,2,37119002702,371190027022
2820 SELWYN AV,Charlotte,NC,,2021,"2820 SELWYN AVE, CHARLOTTE, NC, 28209",-80.839197388779,35.175049928346,37,119,002702,2022,2,37119002702,371190027022
2820 SELWYN AV,Charlotte,NC,,2022,"2820 SELWYN AVE, CHARLOTTE, NC, 28209",-80.839197388779,35.175049928346,37,119,002702,2022,2,37119002702,371190027022
2820 SELWYN AV,Charlotte,NC,,2023,"2820 SELWYN AVE, CHARLOTTE, NC, 28209",-80.839197388779,35.175049928346,37,119,002702,2022,2,37119002702,371190027022
17111 KENTON DR,Charlotte,NC,,2017,,,,,,,,,,
17111 KENTON DR,Charlotte,NC,,2018,,,,,,,,,,
17111 KENTON DR,Charlotte,NC,,2019,,,,,,,,,,
17111 KENTON DR,Charlotte,NC,,2020,,,,,,,,,,
17111 KENTON DR,Charlotte,NC,,2021,,,,,,,,,,
17111 KENTON DR,Charlotte,NC,,2022,,,,,,,,,,
17111 KENTON DR,Charlotte,NC,,2023,,,,,,,,,,
2215 AYRSLEY TOWN BV,Charlotte,NC,,2020,"2215 AYRSLEY TOWN BLVD, CHARLOTTE, NC, 28273",-80.934433304489,35.13807765326,37,119,005915,1005,1,37119005915,371190059151
2215 AYRSLEY TOWN BV,Charlotte,NC,,2021,"2215 AYRSLEY TOWN BLVD, CHARLOTTE, NC, 28273",-80.934433304489,35.13807765326,37,119,005915,1005,1,37119005915,371190059151
2215 AYRSLEY TOWN BV,Charlotte,NC,,2022,"2215 AYRSLEY TOWN BLVD, CHARLOTTE, NC, 28273",-80.934433304489,35.13807765326,37,119,005915,1005,1,37119005915,371190059151
2215 AYRSLEY TOWN BV,Charlotte,NC,,2023,"2215 AYRSLEY TOWN BLVD, CHARLOTTE, NC, 28273",-80.934433304489,35.13807765326,37,119,005915,1005,1,37119005915,371190059151
16623 BIRKDALE COMMONS PY,Charlotte,NC,,2023,,,,,,,,,,
9826 SANDY ROCK PL,Charlotte,NC,,2023,"9826 SANDY ROCK PL, CHARLOTTE, NC, 28277",-80.774004405704,35.053784984253,37,119,005845,3002,3,37119005845,371190058453
1616 CAMDEN RD,Charlotte,NC,,2023,"1616 CAMDEN RD, CHARLOTTE, NC, 28203",-80.857237754125,35.214534799453,37,119,003600,1016,1,37119003600,371190036001
4833 BEREWICK TOWN CENTER DR,Charlotte,NC,,2023,"4833 BEREWICK TOWN CENTER DR, CHARLOTTE, NC, 28278",-80.972736299546,35.16173360063,37,119,005921,1065,1,37119005921,371190059211
7918 REA RD,Charlotte,NC,,2023,"7918 REA RD, CHARLOTTE, NC, 28277",-80.812627980026,35.059473431815,37,119,005816,2003,2,37119005816,371190058162
5300 OLD PINEVILLE RD,Charlotte,NC,,2023,"5300 OLD PINEVILLE RD, CHARLOTTE, NC, 28217",-80.877974421981,35.168605234015,37,119,003802,3040,3,37119003802,371190038023
601 S CEDAR ST,Charlotte,NC,,2020,"601 S CEDAR ST, CHARLOTTE, NC, 28202",-80.854794629075,35.228459092238,37,119,000501,2014,2,37119000501,371190005012
601 S CEDAR ST,Charlotte,NC,,2021,"601 S CEDAR ST, CHARLOTTE, NC, 28202",-80.854794629075,35.228459092238,37,119,000501,2014,2,37119000501,371190005012
601 S CEDAR ST,Charlotte,NC,,2022,"601 S CEDAR ST, CHARLOTTE, NC, 28202",-80.854794629075,35.228459092238,37,119,000501,2014,2,37119000501,371190005012
601 S CEDAR ST,Charlotte,NC,,2023,"601 S CEDAR ST, CHARLOTTE, NC, 28202",-80.854794629075,35.228459092238,37,119,000501,2014,2,37119000501,371190005012
7416 WAVERLY WALK AV,Charlotte,NC,,2017,"7416 WAVERLY WALK AVE, CHARLOTTE, NC, 28277",-80.767196907548,35.051483185999,37,119,005850,1040,1,37119005850,371190058501
222 E 3RD ST,Charlotte,NC,,2015,"222 E 3RD ST, CHARLOTTE, NC, 28202",-80.843983029239,35.224424777734,37,119,000101,2005,2,37119000101,371190001012
222 E 3RD ST,Charlotte,NC,,2016,"222 E 3RD ST, CHARLOTTE, NC, 28202",-80.843983029239,35.224424777734,37,119,000101,2005,2,37119000101,371190001012
222 E 3RD ST,Charlotte,NC,,2017,"222 E 3RD ST, CHARLOTTE, NC, 28202",-80.843983029239,35.224424777734,37,119,000101,2005,2,37119000101,371190001012
222 E 3RD ST,Charlotte,NC,,2018,"222 E 3RD ST, CHARLOTTE, NC, 28202",-80.843983029239,35.224424777734,37,119,000101,2005,2,37119000101,371190001012
222 E 3RD ST,Charlotte,NC,,2019,"222 E 3RD ST, CHARLOTTE, NC, 28202",-80.843983029239,35.224424777734,37,119,000101,2005,2,37119000101,371190001012
222 E 3RD ST,Charlotte,NC,,2020,"222 E 3RD ST, CHARLOTTE, NC, 28202",-80.843983029239,35.224424777734,37,119,000101,2005,2,37119000101,371190001012
222 E 3RD ST,Charlotte,NC,,2021,"222 E 3RD ST, CHARLOTTE, NC, 28202",-80.843983029239,35.224424777734,37,119,000101,2005,2,37119000101,371190001012
222 E 3RD ST,Charlotte,NC,,2022,"222 E 3RD ST, CHARLOTTE, NC, 28202",-80.843983029239,35.224424777734,37,119,000101,2005,2,37119000101,371190001012
222 E 3RD ST,Charlotte,NC,,2023,"222 E 3RD ST, CHARLOTTE, NC, 28202",-80.843983029239,35.224424777734,37,119,000101,2005,2,37119000101,371190001012
